case_name,base_cycle,target_cycle,method,mean_normalized_error_percent,ratcheting_normalized_error_percent,peak_normalized_error_percent,strict_1pct_accept,relaxed_2pct_accept,relaxed_5pct_accept,drift_direction_ok,finite
B1_stress_m150_to_250,50,50000,least_squares_last_20,26120.46952875893,26120.469528758545,37207.4178174722,False,False,False,True,True
B1_stress_m150_to_250,50,50000,least_squares_last_50,49949.47829011872,49949.47829011817,80082.19571323185,False,False,False,True,True
B1_stress_m150_to_250,50,50000,linear_last_10,23333.60795909167,23333.60795909167,32562.719152921163,False,False,False,True,True
B1_stress_m150_to_250,50,50000,linear_last_2,21453.17305302753,21453.17305287988,29543.45658484884,False,False,False,True,True
B1_stress_m150_to_250,50,50000,linear_last_20,26221.44535367408,26221.445353666237,37400.596948698,False,False,False,True,True
B1_stress_m150_to_250,50,50000,linear_last_5,22121.84019399204,22121.840193954475,30604.76439514977,False,False,False,True,True
B1_stress_m150_to_250,50,100000,least_squares_last_100,100011.71359120852,100011.7135912074,160315.30233342544,False,False,False,True,True
B1_stress_m150_to_250,50,100000,least_squares_last_20,52329.71655228103,52329.71655228024,74522.60096074664,False,False,False,True,True
B1_stress_m150_to_250,50,100000,least_squares_last_50,100011.71359120852,100011.7135912074,160315.30233342544,False,False,False,True,True
B1_stress_m150_to_250,50,100000,linear_last_10,46753.18894915836,46753.18894915833,65228.52959639522,False,False,False,True,True
B1_stress_m150_to_250,50,100000,linear_last_2,42990.42682502669,42990.426824731214,59186.96612758587,False,False,False,True,True
B1_stress_m150_to_250,50,100000,linear_last_20,52531.76981571408,52531.76981569835,74909.15362247662,False,False,False,True,True
B1_stress_m150_to_250,50,100000,linear_last_5,44328.43399749452,44328.433997419306,61310.6497593708,False,False,False,True,True
B1_stress_m150_to_250,50,200000,least_squares_last_100,200255.09637591604,200255.0963759138,320901.1023466118,False,False,False,True,True
B1_stress_m150_to_250,50,200000,least_squares_last_20,104866.5893796362,104866.58937963472,149271.59428644396,False,False,False,True,True
B1_stress_m150_to_250,50,200000,least_squares_last_50,200255.09637591604,200255.0963759138,320901.1023466118,False,False,False,True,True
B1_stress_m150_to_250,50,200000,linear_last_10,93710.66732689289,93710.66732689289,130678.67355288948,False,False,False,True,True
B1_stress_m150_to_250,50,200000,linear_last_2,86183.2086738913,86183.20867330028,118592.44069769884,False,False,False,True,True
B1_stress_m150_to_250,50,200000,linear_last_20,105270.79978040596,105270.79978037455,150044.89833341498,False,False,False,True,True
B1_stress_m150_to_250,50,200000,linear_last_5,88859.91087719503,88859.91087704465,122840.89972937528,False,False,False,True,True
B1_stress_m150_to_250,50,250000,least_squares_last_100,250366.1515148825,250366.1515148797,401182.654536608,False,False,False,True,True
B1_stress_m150_to_250,50,250000,least_squares_last_20,131124.95241008297,131124.95241008105,186635.7558870732,False,False,False,True,True
B1_stress_m150_to_250,50,250000,least_squares_last_50,250366.1515148825,250366.1515148797,401182.654536608,False,False,False,True,True
B1_stress_m150_to_250,50,250000,linear_last_10,117179.3989615876,117179.3989615876,163393.52018234628,False,False,False,True,True
B1_stress_m150_to_250,50,250000,linear_last_2,107769.63646230965,107769.6364615708,148285.0239526174,False,False,False,True,True
B1_stress_m150_to_250,50,250000,linear_last_20,131630.23899434926,131630.23899430997,187602.43106353877,False,False,False,True,True
B1_stress_m150_to_250,50,250000,linear_last_5,111115.67038630052,111115.67038611251,153595.84561485887,False,False,False,True,True
B1_stress_m150_to_250,100,500,least_squares_last_100,206.67470683658257,206.67470683657933,311.823565064436,False,False,False,True,True
B1_stress_m150_to_250,100,500,least_squares_last_20,70.86496014469061,70.86496014473472,92.61909690559888,False,False,False,True,True
B1_stress_m150_to_250,100,500,least_squares_last_50,96.71072689490416,96.71072689490732,128.69066556193573,False,False,False,True,True
B1_stress_m150_to_250,100,500,linear_last_10,64.2225385690194,64.22253856901835,83.50341211678051,False,False,False,True,True
B1_stress_m150_to_250,100,500,linear_last_2,59.426826477429856,59.426826477429856,76.97994431501255,False,False,False,True,True
B1_stress_m150_to_250,100,500,linear_last_20,71.00434135234688,71.00434135234698,92.82962821076836,False,False,False,True,True
B1_stress_m150_to_250,100,500,linear_last_5,61.16786071339747,61.167860713402746,79.34147394980542,False,False,False,True,True
B1_stress_m150_to_250,100,1000,least_squares_last_100,480.851015533201,480.8510155331965,721.5309740017153,False,False,False,True,True
B1_stress_m150_to_250,100,1000,least_squares_last_20,175.17908881762827,175.17908881773067,228.1595204875151,False,False,False,True,True
B1_stress_m150_to_250,100,1000,least_squares_last_50,233.35109423269128,233.3510942327014,309.34710944495686,False,False,False,True,True
B1_stress_m150_to_250,100,1000,linear_last_10,160.22874946018294,160.22874946018334,207.6425178378349,False,False,False,True,True
B1_stress_m150_to_250,100,1000,linear_last_2,149.43486617332985,149.4348661733328,192.95991205728487,False,False,False,True,True
B1_stress_m150_to_250,100,1000,linear_last_20,175.4927991611793,175.4927991611823,228.63337093825743,False,False,False,True,True
B1_stress_m150_to_250,100,1000,linear_last_5,153.35347512702558,153.35347512704033,198.275092528836,False,False,False,True,True
B1_stress_m150_to_250,100,5000,least_squares_last_100,2674.8120092647464,2674.812009264707,3999.598656820478,False,False,False,True,True
B1_stress_m150_to_250,100,5000,least_squares_last_20,1010.5952299721996,1010.595229972741,1313.460416437363,False,False,False,True,True
B1_stress_m150_to_250,100,5000,least_squares_last_50,1327.3100442407904,1327.3100442408274,1755.4825192358437,False,False,False,True,True
B1_stress_m150_to_250,100,5000,linear_last_10,929.1987933346616,929.1987933346464,1201.75653693076,False,False,False,True,True
B1_stress_m150_to_250,100,5000,linear_last_2,870.4319910551006,870.4319910551006,1121.8177634677145,False,False,False,True,True
B1_stress_m150_to_250,100,5000,linear_last_20,1012.3032115431114,1012.3032115431106,1316.0402734738718,False,False,False,True,True
B1_stress_m150_to_250,100,5000,linear_last_5,891.7666776987157,891.766677698779,1150.756019658818,False,False,False,True,True
B1_stress_m150_to_250,100,10000,least_squares_last_100,5418.781054219495,5418.78105421942,8098.705566597539,False,False,False,True,True
B1_stress_m150_to_250,100,10000,least_squares_last_20,2056.3775888536406,2056.377588854735,2671.5997710680904,False,False,False,True,True
B1_stress_m150_to_250,100,10000,least_squares_last_50,2696.2719837906457,2696.27198379072,3564.666508954076,False,False,False,True,True
B1_stress_m150_to_250,100,10000,linear_last_10,1891.9232557259363,1891.923255725908,2445.911918246731,False,False,False,True,True
B1_stress_m150_to_250,100,10000,linear_last_2,1773.1901062396878,1773.1901062396878,2284.4026652132998,False,False,False,True,True
B1_stress_m150_to_250,100,10000,linear_last_20,2059.8284152269057,2059.8284152269057,2676.812145049438,False,False,False,True,True
B1_stress_m150_to_250,100,10000,linear_last_5,1816.29496204668,1816.294962046812,2342.8698637834145,False,False,False,True,True
B1_stress_m150_to_250,100,50000,least_squares_last_100,27395.13859178382,27395.138591783427,40916.18428142074,False,False,False,True,True
B1_stress_m150_to_250,100,50000,least_squares_last_20,10447.21957192704,10447.219571932568,13561.30242912629,False,False,False,True,True
B1_stress_m150_to_250,100,50000,least_squares_last_50,13672.554811543385,13672.554811543776,18062.732108497745,False,False,False,True,True
B1_stress_m150_to_250,100,50000,linear_last_10,9618.300987640012,9618.300987639876,12423.741308701525,False,False,False,True,True
B1_stress_m150_to_250,100,50000,linear_last_2,9019.83628130932,9019.836281309332,11609.667159194203,False,False,False,True,True
B1_stress_m150_to_250,100,50000,linear_last_20,10464.613179365326,10464.61317936534,13587.574972872751,False,False,False,True,True
B1_stress_m150_to_250,100,50000,linear_last_5,9237.102773300634,9237.10277330131,11904.366280489676,False,False,False,True,True
B1_stress_m150_to_250,100,100000,least_squares_last_100,54893.771817171226,54893.77181717039,81966.2816383849,False,False,False,True,True
