case_name,base_cycle,target_cycle,method,variable,effective_window,slope,base_value,predicted_value,reference_value,strain_range_reference,absolute_error,relative_error_percent,normalized_error_percent,drift_direction_ok,finite,status
B1_stress_m150_to_250,10,100,linear_last_2,strain_mean,2,8.333355470370105e-05,0.0161720079004977,0.0236720278238307,0.0209366316147213,0.0034995675435164,0.0027353962091094,13.065120786603224,78.16383524808158,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_2,ratcheting_strain,2,8.333355470369974e-05,0.0022020494902833,0.0097020694136162,0.0069666732045069,0.0034995675435164,0.0027353962091093,39.26402357067341,78.16383524807823,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_2,strain_max,2,4.407885546470203e-05,0.0186121253152,0.0225792223070231,0.0226864153864795,0.0034995675435164,0.0001071930794563,0.4724989718745925,3.0630378789205004,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_2,strain_min,2,0.0001225882539427,0.0137318904857955,0.0247648333406474,0.0191868478429631,0.0034995675435164,0.0055779854976843,29.071922304997432,159.39070837534095,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_2,strain_range,2,-7.850939847800064e-05,0.0048802348294045,-0.0021856110336155,0.0034995675435164,0.0034995675435164,0.0056851785771319,162.45374625401382,162.45374625401382,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_2,hysteresis_area,2,-0.02296992622098,0.865388585184188,-1.201904774704016,0.4855059987238952,0.0034995675435164,1.6874107734279111,347.55714200506367,48217.69411349564,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_5,strain_mean,5,9.172620076935024e-05,0.0161720079004977,0.0244273659697392,0.0209366316147213,0.0034995675435164,0.0034907343550179,16.672855592317244,99.74759199847864,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_5,ratcheting_strain,5,9.172620076934997e-05,0.0022020494902833,0.0104574075595247,0.0069666732045069,0.0034995675435164,0.0034907343550178,50.10618773907266,99.74759199847796,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_5,strain_max,5,4.427787976205022e-05,0.0186121253152,0.0225971344937845,0.0226864153864795,0.0034995675435164,8.928089269497758e-05,0.3935434098953624,2.5511978718738275,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_5,strain_min,5,0.0001391745217766,0.0137318904857955,0.0262575974456939,0.0191868478429631,0.0034995675435164,0.0070707496027308,36.85206481336707,202.04638186883295,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_5,strain_range,5,-9.489664201460005e-05,0.0048802348294045,-0.0036604629519095,0.0034995675435164,0.0034995675435164,0.0071600304954259,204.597579740708,204.597579740708,True,True,ok
B1_stress_m150_to_250,10,100,linear_last_5,hysteresis_area,5,-0.0278810902434973,0.865388585184188,-1.6439095367305692,0.4855059987238952,0.0034995675435164,2.1294155354544646,438.5971627645022,60847.96218320183,True,True,ok
