case_name,base_cycle,target_cycle,method,variable,effective_window,slope,base_value,predicted_value,reference_value,strain_range_reference,absolute_error,relative_error_percent,normalized_error_percent,drift_direction_ok,finite,status
B1_stress_m150_to_250,10,100,least_squares_last_20,strain_mean,10,0.00019845484774409948,0.0161720079004977,0.03403294419746665,0.0209366316147213,0.0034995675435164,0.01309631258274535,62.55214699167206,374.22659856954914,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_20,ratcheting_strain,10,0.00019845484774409875,0.0022020494902833,0.02006298578725219,0.0069666732045069,0.0034995675435164,0.013096312582745288,187.98517166375746,374.2265985695474,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_20,strain_max,10,0.0001022143139743652,0.0186121253152,0.027811413572892872,0.0226864153864795,0.0034995675435164,0.005124998186413373,22.590603667901345,146.44661440835412,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_20,strain_min,10,0.0002946953815138386,0.0137318904857955,0.040254474822040975,0.0191868478429631,0.0034995675435164,0.021067626979077877,109.80243941844031,602.0065827307599,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_20,strain_range,10,-0.00019248106753947205,0.0048802348294045,-0.012443061249147985,0.0034995675435164,0.0034995675435164,0.015942628792664386,455.5599683224023,455.5599683224023,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_20,hysteresis_area,10,-0.04728201188403633,0.865388585184188,-3.3899924843790816,0.4855059987238952,0.0034995675435164,3.8754984831029766,798.2390523061184,110742.21128502172,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_50,strain_mean,10,0.00019845484774409948,0.0161720079004977,0.03403294419746665,0.0209366316147213,0.0034995675435164,0.01309631258274535,62.55214699167206,374.22659856954914,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_50,ratcheting_strain,10,0.00019845484774409875,0.0022020494902833,0.02006298578725219,0.0069666732045069,0.0034995675435164,0.013096312582745288,187.98517166375746,374.2265985695474,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_50,strain_max,10,0.0001022143139743652,0.0186121253152,0.027811413572892872,0.0226864153864795,0.0034995675435164,0.005124998186413373,22.590603667901345,146.44661440835412,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_50,strain_min,10,0.0002946953815138386,0.0137318904857955,0.040254474822040975,0.0191868478429631,0.0034995675435164,0.021067626979077877,109.80243941844031,602.0065827307599,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_50,strain_range,10,-0.00019248106753947205,0.0048802348294045,-0.012443061249147985,0.0034995675435164,0.0034995675435164,0.015942628792664386,455.5599683224023,455.5599683224023,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_50,hysteresis_area,10,-0.04728201188403633,0.865388585184188,-3.3899924843790816,0.4855059987238952,0.0034995675435164,3.8754984831029766,798.2390523061184,110742.21128502172,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_100,strain_mean,10,0.00019845484774409948,0.0161720079004977,0.03403294419746665,0.0209366316147213,0.0034995675435164,0.01309631258274535,62.55214699167206,374.22659856954914,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_100,ratcheting_strain,10,0.00019845484774409875,0.0022020494902833,0.02006298578725219,0.0069666732045069,0.0034995675435164,0.013096312582745288,187.98517166375746,374.2265985695474,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_100,strain_max,10,0.0001022143139743652,0.0186121253152,0.027811413572892872,0.0226864153864795,0.0034995675435164,0.005124998186413373,22.590603667901345,146.44661440835412,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_100,strain_min,10,0.0002946953815138386,0.0137318904857955,0.040254474822040975,0.0191868478429631,0.0034995675435164,0.021067626979077877,109.80243941844031,602.0065827307599,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_100,strain_range,10,-0.00019248106753947205,0.0048802348294045,-0.012443061249147985,0.0034995675435164,0.0034995675435164,0.015942628792664386,455.5599683224023,455.5599683224023,True,True,ok
B1_stress_m150_to_250,10,100,least_squares_last_100,hysteresis_area,10,-0.04728201188403633,0.865388585184188,-3.3899924843790816,0.4855059987238952,0.0034995675435164,3.8754984831029766,798.2390523061184,110742.21128502172,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_2,strain_mean,2,8.333355470370105e-05,0.0161720079004977,0.05700544970531121,0.0362479839786741,0.0032874532267834,0.020757465726637114,57.26515918471336,631.4147850841731,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_2,ratcheting_strain,2,8.333355470369974e-05,0.0022020494902833,0.04303549129509617,0.0222780255684597,0.0032874532267834,0.020757465726636472,93.17462026807272,631.4147850841534,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_2,strain_max,2,4.407885546470203e-05,0.0186121253152,0.04021076449290399,0.0378917105920658,0.0032874532267834,0.0023190539008381902,6.120214328153821,70.54256717462906,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_2,strain_min,2,0.00012258825394279894,0.0137318904857955,0.07380013491776698,0.0346042573652824,0.0032874532267834,0.039195877552484576,113.2689458951049,1192.2870029951932,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_2,strain_range,2,-7.850939847800064e-05,0.0048802348294045,-0.033589370424815815,0.0032874532267834,0.0032874532267834,0.036876823651599215,1121.7444358191294,1121.7444358191294,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_2,hysteresis_area,2,-0.02296992622098004,0.865388585184188,-10.389875263096032,0.4294500534304517,0.0032874532267834,10.819325316526484,2519.3442706786495,329109.6350323628,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_5,strain_mean,5,9.172620076935024e-05,0.0161720079004977,0.061117846277479314,0.0362479839786741,0.0032874532267834,0.024869862298805216,68.610332407554,756.5084758069415,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_5,ratcheting_strain,5,9.172620076934997e-05,0.0022020494902833,0.04714788786726478,0.0222780255684597,0.0032874532267834,0.02486986229880508,111.634050434051,756.5084758069373,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_5,strain_max,5,4.427787976205022e-05,0.0186121253152,0.040308286398604606,0.0378917105920658,0.0032874532267834,0.002416575806538805,6.377584354940194,73.50905518139638,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_5,strain_min,5,0.00013917452177664982,0.0137318904857955,0.08192740615635391,0.0346042573652824,0.0032874532267834,0.04732314879107151,136.75527924650584,1439.5078964324832,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_5,strain_range,5,-9.489664201460003e-05,0.0048802348294045,-0.04161911975774951,0.0032874532267834,0.0032874532267834,0.04490657298453291,1365.9988412510932,1365.9988412510932,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_5,hysteresis_area,5,-0.027881090243497303,0.865388585184188,-12.79634563412949,0.4294500534304517,0.0032874532267834,13.225795687559943,3079.705214124936,402311.29616711504,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_10,strain_mean,10,0.00024467216558703327,0.0161720079004977,0.136061369038144,0.0362479839786741,0.0032874532267834,0.0998133850594699,275.3625832493014,3036.19179267022,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_10,ratcheting_strain,10,0.0002446721655870333,0.0022020494902833,0.12209141062792962,0.0222780255684597,0.0032874532267834,0.09981338505946992,448.0351490429275,3036.1917926702204,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_10,strain_max,10,0.0001306150962628112,0.0186121253152,0.08261352248397748,0.0378917105920658,0.0032874532267834,0.04472181189191168,118.02531792079094,1360.3786520080657,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_10,strain_min,10,0.00035872923491127767,0.0137318904857955,0.18950921559232156,0.0346042573652824,0.0032874532267834,0.15490495822703915,447.64711056175264,4712.00493333271,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_10,strain_range,10,-0.0002281141386484556,0.0048802348294045,-0.10689569310833875,0.0032874532267834,0.0032874532267834,0.11018314633512215,3351.626281324482,3351.626281324482,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_10,hysteresis_area,10,-0.052464943597521616,0.865388585184188,-24.842433777601403,0.4294500534304517,0.0032874532267834,25.271883831031854,5884.708507813603,768737.4416505103,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_20,strain_mean,10,0.00024467216558703327,0.0161720079004977,0.136061369038144,0.0362479839786741,0.0032874532267834,0.0998133850594699,275.3625832493014,3036.19179267022,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_20,ratcheting_strain,10,0.0002446721655870333,0.0022020494902833,0.12209141062792962,0.0222780255684597,0.0032874532267834,0.09981338505946992,448.0351490429275,3036.1917926702204,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_20,strain_max,10,0.0001306150962628112,0.0186121253152,0.08261352248397748,0.0378917105920658,0.0032874532267834,0.04472181189191168,118.02531792079094,1360.3786520080657,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_20,strain_min,10,0.00035872923491127767,0.0137318904857955,0.18950921559232156,0.0346042573652824,0.0032874532267834,0.15490495822703915,447.64711056175264,4712.00493333271,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_20,strain_range,10,-0.0002281141386484556,0.0048802348294045,-0.10689569310833875,0.0032874532267834,0.0032874532267834,0.11018314633512215,3351.626281324482,3351.626281324482,True,True,ok
B1_stress_m150_to_250,10,500,linear_last_20,hysteresis_area,10,-0.052464943597521616,0.865388585184188,-24.842433777601403,0.4294500534304517,0.0032874532267834,25.271883831031854,5884.708507813603,768737.4416505103,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_20,strain_mean,10,0.00019845484774409948,0.0161720079004977,0.11341488329510643,0.0362479839786741,0.0032874532267834,0.07716689931643234,212.8860445365243,2347.315505137577,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_20,ratcheting_strain,10,0.00019845484774409875,0.0022020494902833,0.09944492488489169,0.0222780255684597,0.0032874532267834,0.07716689931643199,346.3812314933405,2347.3155051375666,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_20,strain_max,10,0.0001022143139743652,0.0186121253152,0.06869713916263895,0.0378917105920658,0.0032874532267834,0.030805428570573147,81.29859562746566,937.0605890175551,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_20,strain_min,10,0.0002946953815138386,0.0137318904857955,0.15813262742757644,0.0346042573652824,0.0032874532267834,0.12352837006229404,356.9744865735134,3757.570421257675,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_20,strain_range,10,-0.00019248106753947205,0.0048802348294045,-0.0894354882649368,0.0032874532267834,0.0032874532267834,0.0927229414917202,2820.509832240099,2820.509832240099,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_20,hysteresis_area,10,-0.04728201188403633,0.865388585184188,-22.302797237993612,0.4294500534304517,0.0032874532267834,22.732247291424063,5293.339029728516,691485.0409496586,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_50,strain_mean,10,0.00019845484774409948,0.0161720079004977,0.11341488329510643,0.0362479839786741,0.0032874532267834,0.07716689931643234,212.8860445365243,2347.315505137577,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_50,ratcheting_strain,10,0.00019845484774409875,0.0022020494902833,0.09944492488489169,0.0222780255684597,0.0032874532267834,0.07716689931643199,346.3812314933405,2347.3155051375666,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_50,strain_max,10,0.0001022143139743652,0.0186121253152,0.06869713916263895,0.0378917105920658,0.0032874532267834,0.030805428570573147,81.29859562746566,937.0605890175551,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_50,strain_min,10,0.0002946953815138386,0.0137318904857955,0.15813262742757644,0.0346042573652824,0.0032874532267834,0.12352837006229404,356.9744865735134,3757.570421257675,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_50,strain_range,10,-0.00019248106753947205,0.0048802348294045,-0.0894354882649368,0.0032874532267834,0.0032874532267834,0.0927229414917202,2820.509832240099,2820.509832240099,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_50,hysteresis_area,10,-0.04728201188403633,0.865388585184188,-22.302797237993612,0.4294500534304517,0.0032874532267834,22.732247291424063,5293.339029728516,691485.0409496586,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_100,strain_mean,10,0.00019845484774409948,0.0161720079004977,0.11341488329510643,0.0362479839786741,0.0032874532267834,0.07716689931643234,212.8860445365243,2347.315505137577,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_100,ratcheting_strain,10,0.00019845484774409875,0.0022020494902833,0.09944492488489169,0.0222780255684597,0.0032874532267834,0.07716689931643199,346.3812314933405,2347.3155051375666,True,True,ok
B1_stress_m150_to_250,10,500,least_squares_last_100,strain_max,10,0.0001022143139743652,0.0186121253152,0.06869713916263895,0.0378917105920658,0.0032874532267834,0.030805428570573147,81.29859562746566,937.0605890175551,True,True,ok
