Time_s,Cycle_Number,U1_mm,EngStrain,RF1_N,Avg_S11_MPa,Avg_SDV1_p,Avg_SDV15_dp
0,0,0,0,0,0,0,0
0.001,0.001,0.0001999999949,1.999999949e-05,16.79999924,4.199999809,0,0
0.0020000001,0.0020000001,0.0003999999899,3.999999899e-05,33.59999847,8.399999619,0,0
0.0035000001,0.0035000001,0.000699999975,6.99999975e-05,58.79999924,14.69999981,0,0
0.00575,0.00575,0.001150000026,0.0001150000026,96.59999847,24.14999962,0,0
0.0091249999,0.0091249999,0.001825000043,0.0001825000043,153.3000031,38.32500076,0,0
0.0141875,0.0141875,0.002837500069,0.0002837500069,238.3500061,59.58750153,0,0
0.021781251,0.021781251,0.004356250167,0.0004356250167,365.9249878,91.48124695,0,0
0.033171874,0.033171874,0.00663437508,0.000663437508,557.2874756,139.3218689,0,0
0.050257813,0.050257813,0.01005156245,0.001005156245,844.3312378,211.0828094,0,0
0.070257813,0.070257813,0.01405156218,0.001405156218,1180.331299,295.0828247,0,0
0.090257816,0.090257816,0.01805156283,0.001805156283,1516.331299,379.0828247,0,0
0.11025781,0.11025781,0.02205156162,0.002205156162,1852.331299,463.0828247,0,0
0.13025782,0.13025782,0.02605156228,0.002605156228,2110.129883,527.5324707,9.329173918e-05,9.329173918e-05
0.15025781,0.15025781,0.03005156294,0.003005156294,2211.630127,552.9075317,0.0003726552241,0.0002793634776
0.17025781,0.17025781,0.03405156359,0.003405156359,2313.01416,578.25354,0.0006516132271,0.0002789579739
0.19025782,0.19025782,0.03805156425,0.003805156425,2401.684082,600.4210205,0.000946312095,0.0002946988679
0.21025781,0.21025781,0.04205156118,0.004205156118,2477.710449,619.4276123,0.001255864394,0.000309552328
0.23025781,0.23025781,0.04605156183,0.004605156183,2542.030273,635.5075684,0.001579259406,0.0003233949828
0.25025782,0.25025782,0.049948439,0.0049948439,2592.849854,648.2124634,0.001907991595,0.0003287321888
0.2702578,0.2702578,0.04594843835,0.004594843835,2256.955811,564.2389526,0.001907991595,0
0.29025781,0.29025781,0.04194843769,0.004194843769,1920.955811,480.2389526,0.001907991595,0
0.31025782,0.31025782,0.03794843704,0.003794843704,1584.955811,396.2389526,0.001907991595,0
0.3302578,0.3302578,0.03394843638,0.003394843638,1248.955811,312.2389526,0.001907991595,0
0.35025781,0.35025781,0.02994843759,0.002994843759,912.9558105,228.2389526,0.001907991595,0
0.37025782,0.37025782,0.02594843693,0.002594843693,576.9558105,144.2389526,0.001907991595,0
0.39025781,0.39025781,0.02194843814,0.002194843814,240.9557953,60.23894882,0.001907991595,0
0.41025782,0.41025782,0.01794843748,0.001794843748,-95.04419708,-23.76104927,0.001907991595,0
0.43025783,0.43025783,0.01394843776,0.001394843776,-431.0441895,-107.7610474,0.001907991595,0
0.45025781,0.45025781,0.009948437102,0.0009948437102,-767.0441895,-191.7610474,0.001907991595,0
0.47025782,0.47025782,0.005948437378,0.0005948437378,-1103.044189,-275.7610474,0.001907991595,0
0.4902578,0.4902578,0.001948437537,0.0001948437537,-1439.044189,-359.7610474,0.001907991595,0
0.51025784,0.51025784,-0.002051562537,-0.0002051562537,-1671.994019,-417.9985046,0.002030926989,0.0001229354821
0.53025782,0.53025782,-0.006051562726,-0.0006051562726,-1804.140381,-451.0350952,0.002273607999,0.0002426809078
0.5502578,0.5502578,-0.01005156245,-0.001005156245,-1952.11377,-488.0284424,0.002496807836,0.0002231999097
0.57025778,0.57025778,-0.01405156218,-0.001405156218,-2081.710205,-520.4275513,0.002743309364,0.0002465014113
0.59025782,0.59025782,-0.01805156283,-0.001805156283,-2198.168457,-549.5421143,0.003004692495,0.0002613833058
0.6102578,0.6102578,-0.02205156162,-0.002205156162,-2301.148193,-575.2870483,0.003282053629,0.0002773609885
0.63025779,0.63025779,-0.02605156228,-0.002605156228,-2391.126953,-597.7817383,0.003574916162,0.0002928625036
0.65025783,0.65025783,-0.03005156294,-0.003005156294,-2468.622559,-617.1556396,0.003882646328,0.0003077301953
0.67025781,0.67025781,-0.03405156359,-0.003405156359,-2534.404297,-633.6010742,0.004204314668,0.0003216683108
0.69025779,0.69025779,-0.03805156425,-0.003805156425,-2589.457275,-647.3643188,0.004538747948,0.000334433571
0.71025783,0.71025783,-0.04205156118,-0.004205156118,-2634.909424,-658.727356,0.004884607159,0.0003458590363
0.73025781,0.73025781,-0.04605156183,-0.004605156183,-2671.958496,-667.989624,0.005240467843,0.0003558609169
0.75025779,0.75025779,-0.049948439,-0.0049948439,-2698.999756,-674.749939,0.005597596522,0.000357128476
0.77025783,0.77025783,-0.04594843835,-0.004594843835,-2363.113525,-590.7783813,0.005597596522,0
0.79025781,0.79025781,-0.04194843769,-0.004194843769,-2027.113525,-506.7783813,0.005597596522,0
0.81025779,0.81025779,-0.03794843704,-0.003794843704,-1691.113525,-422.7783813,0.005597596522,0
0.83025783,0.83025783,-0.03394843638,-0.003394843638,-1355.113525,-338.7783813,0.005597596522,0
0.85025781,0.85025781,-0.02994843759,-0.002994843759,-1019.113525,-254.7783813,0.005597596522,0
0.87025779,0.87025779,-0.02594843693,-0.002594843693,-683.1135254,-170.7783813,0.005597596522,0
0.89025784,0.89025784,-0.02194843814,-0.002194843814,-347.1135559,-86.77838898,0.005597596522,0
0.91025782,0.91025782,-0.01794843748,-0.001794843748,-11.11355114,-2.778387785,0.005597596522,0
0.9302578,0.9302578,-0.01394843776,-0.001394843776,324.8864441,81.22161102,0.005597596522,0
0.95025784,0.95025784,-0.009948437102,-0.0009948437102,660.8864746,165.2216187,0.005597596522,0
0.97025782,0.97025782,-0.005948437378,-0.0005948437378,996.8864746,249.2216187,0.005597596522,0
0.9902578,0.9902578,-0.001948437537,-0.0001948437537,1332.886475,333.2216187,0.005597596522,0
1.0102578,1.0102578,0.002051562537,0.0002051562537,1586.212036,396.553009,0.005696224514,9.862786828e-05
1.0302578,1.0302578,0.006051562726,0.0006051562726,1715.808472,428.9521179,0.005942048039,0.0002458236413
1.0502578,1.0502578,0.01005156245,0.001005156245,1875.24939,468.8123474,0.006151854992,0.0002098068799
1.0702578,1.0702578,0.01405156218,0.001405156218,2010.891846,502.7229614,0.006391023286,0.0002391682792
1.0902578,1.0902578,0.01805156283,0.001805156283,2134.775879,533.6939697,0.006643354427,0.0002523312869
1.1102579,1.1102579,0.02205156162,0.002205156162,2245.197754,561.2994385,0.006911870092,0.000268515636
1.1302578,1.1302578,0.02605156228,0.002605156228,2342.453613,585.6134033,0.007196091115,0.0002842207614
1.1502578,1.1502578,0.03005156294,0.003005156294,2426.872559,606.7181396,0.007495586295,0.0002994952665
1.1702578,1.1702578,0.03405156359,0.003405156359,2499.10376,624.7759399,0.007809579372,0.0003139930195
1.1902578,1.1902578,0.03805156425,0.003805156425,2560.032471,640.0081177,0.008137020282,0.0003274409682
1.2102578,1.2102578,0.04205156118,0.004205156118,2610.717041,652.6792603,0.008476652205,0.0003396319808
1.2302579,1.2302579,0.04605156183,0.004605156183,2652.323242,663.0808105,0.008827088401,0.0003504364577
1.2502578,1.2502578,0.049948439,0.0049948439,2683.231445,670.8078613,0.009179596789,0.0003525081265
1.2702578,1.2702578,0.04594843835,0.004594843835,2347.34375,586.8359375,0.009179596789,0
1.2902578,1.2902578,0.04194843769,0.004194843769,2011.34375,502.8359375,0.009179596789,0
1.3102578,1.3102578,0.03794843704,0.003794843704,1675.34375,418.8359375,0.009179596789,0
1.3302578,1.3302578,0.03394843638,0.003394843638,1339.34375,334.8359375,0.009179596789,0
