quantity,value
cycles,50
final_time,50
final_time_error,0
final_STATEV1,0.356620669365
final_S11,374.653869629
final_RIGHT_FACE_U1_AVG,0
final_RIGHT_FACE_RF1_SUM,1498.61547852
final_Delta_STATEV1,0.00713682174683
final_Delta_S11,40.8583984375
