Time_s,Cycle_Number,Phase_In_Cycle,U1_mm,EngStrain,RF1_N,Avg_S11_MPa,Avg_SDV1_p,Avg_SDV15_dp
0,0,0,0,0,0,0,0,0
0.001000000047,0.001000000047,0.001000000047,0.0001999999949,1.999999949e-05,16.79999924,4.199999809,0,0
0.002000000095,0.002000000095,0.002000000095,0.0003999999899,3.999999899e-05,33.59999847,8.399999619,0,0
0.003500000108,0.003500000108,0.003500000108,0.000699999975,6.99999975e-05,58.79999924,14.69999981,0,0
0.005750000011,0.005750000011,0.005750000011,0.001150000026,0.0001150000026,96.59999847,24.14999962,0,0
0.009124999866,0.009124999866,0.009124999866,0.001825000043,0.0001825000043,153.3000031,38.32500076,0,0
0.01418749988,0.01418749988,0.01418749988,0.002837500069,0.0002837500069,238.3500061,59.58750153,0,0
0.02178125083,0.02178125083,0.02178125083,0.004356250167,0.0004356250167,365.9249878,91.48124695,0,0
0.03317187354,0.03317187354,0.03317187354,0.00663437508,0.000663437508,557.2874756,139.3218689,0,0
0.05025781319,0.05025781319,0.05025781319,0.01005156245,0.001005156245,844.3312378,211.0828094,0,0
0.07025781274,0.07025781274,0.07025781274,0.01405156218,0.001405156218,1180.331299,295.0828247,0,0
0.09025781602,0.09025781602,0.09025781602,0.01805156283,0.001805156283,1516.331299,379.0828247,0,0
0.1102578118,0.1102578118,0.1102578118,0.02205156162,0.002205156162,1852.331299,463.0828247,0,0
0.1302578151,0.1302578151,0.1302578151,0.02605156228,0.002605156228,2110.129883,527.5324707,9.329173918e-05,9.329173918e-05
0.150257811,0.150257811,0.150257811,0.03005156294,0.003005156294,2211.630127,552.9075317,0.0003726552241,0.0002793634776
0.1702578068,0.1702578068,0.1702578068,0.03405156359,0.003405156359,2313.01416,578.25354,0.0006516132271,0.0002789579739
