cycle,HOLE_RING_MISES_MAX,HOLE_RING_S11_MAX_ABS,HOLE_RING_SDV10_MAX,HOLE_RING_SDV11_MAX,HOLE_RING_SDV12_MAX,HOLE_RING_SDV13_MAX,HOLE_RING_SDV14_MAX,HOLE_RING_SDV15_MAX,HOLE_RING_SDV16_MAX,HOLE_RING_SDV17_MAX,HOLE_RING_SDV18_MAX,HOLE_RING_SDV19_MAX,HOLE_RING_SDV1_MAX,HOLE_RING_SDV20_MAX,HOLE_RING_SDV21_MAX,HOLE_RING_SDV22_MAX,HOLE_RING_SDV23_MAX,HOLE_RING_SDV24_MAX,HOLE_RING_SDV25_MAX,HOLE_RING_SDV26_MAX,HOLE_RING_SDV27_MAX,HOLE_RING_SDV2_MAX,HOLE_RING_SDV3_MAX,HOLE_RING_SDV4_MAX,HOLE_RING_SDV5_MAX,HOLE_RING_SDV6_MAX,HOLE_RING_SDV7_MAX,HOLE_RING_SDV8_MAX,HOLE_RING_SDV9_MAX,MISES_MAX,S11_MAX_ABS,SDV10_MAX,SDV11_MAX,SDV12_MAX,SDV13_MAX,SDV14_MAX,SDV15_MAX,SDV16_MAX,SDV17_MAX,SDV18_MAX,SDV19_MAX,SDV1_MAX,SDV20_MAX,SDV21_MAX,SDV22_MAX,SDV23_MAX,SDV24_MAX,SDV25_MAX,SDV26_MAX,SDV27_MAX,SDV2_MAX,SDV3_MAX,SDV4_MAX,SDV5_MAX,SDV6_MAX,SDV7_MAX,SDV8_MAX,SDV9_MAX
500,441.530609312,485.588043213,17.0029773712,53.0959625244,13.2732877731,10.4674034119,0,0,0,0,0,0,11.7535400391,0.00839134398848,0.00142718083225,0.00182174751535,0.00568885309622,0.00142213795334,0.00112150749192,50,0.000500000023749,55.5334510803,18.7112751007,3.29599094391,41.7533226013,5.13905334473,10.8472595215,78.3192062378,13.3203544617,441.530609312,485.588043213,17.0029773712,53.0959625244,13.2732877731,10.4674034119,0,0,0,0,0,0,11.7535400391,0.00839134398848,0.00142718083225,0.00182174751535,0.00568885309622,0.00142213795334,0.00112150749192,50,0.000500000023749,55.9891700745,18.7112751007,9.77011203766,41.7533226013,5.13905334473,10.8472595215,78.3192062378,13.3203544617
