cycle,frame_index,frame_time,engineering_strain,S11,STATEV1
10,480,9.470257759094238,0.0005948437377810478,-252.14801025390625,0.0666758269071579
10,481,9.49025821685791,0.00019484375370666386,-336.14801025390625,0.0666758269071579
10,482,9.510257720947266,-0.0002051562536507845,-399.646728515625,0.06677365303039551
10,483,9.530258178710938,-0.000605156272649765,-431.8478698730469,0.06702043116092682
10,484,9.550257682800293,-0.0010051562450826168,-471.4884033203125,0.06723127514123917
10,485,9.570258140563965,-0.0014051562175154686,-505.2261962890625,0.06747126579284668
10,486,9.59025764465332,-0.001805156283080578,-536.000732421875,0.06772454082965851
10,487,9.610258102416992,-0.002205156162381172,-563.41259765625,0.06799397617578506
10,488,9.630257606506348,-0.0026051562279462816,-587.5365600585938,0.06827909499406815
10,489,9.65025806427002,-0.0030051562935113907,-608.4591064453125,0.06857945770025253
10,490,9.670257568359375,-0.0034051563590764998,-626.3460693359375,0.06889426708221436
10,491,9.690258026123047,-0.0038051564246416093,-641.4217529296875,0.06922245025634766
10,492,9.710257530212402,-0.004205156117677689,-653.9527587890625,0.06956274807453156
10,493,9.730257987976074,-0.004605156183242798,-664.2316284179688,0.06991377472877502
10,494,9.75025749206543,-0.004994843900203705,-671.85400390625,0.07026678323745728
10,495,9.770257949829102,-0.004594843834638596,-587.8821411132812,0.07026678323745728
10,496,9.790257453918457,-0.0041948437690734865,-503.88214111328125,0.07026678323745728
10,497,9.810257911682129,-0.003794843703508377,-419.88214111328125,0.07026678323745728
10,498,9.830257415771484,-0.003394843637943268,-335.88214111328125,0.07026678323745728
10,499,9.850257873535156,-0.0029948437586426735,-251.8821258544922,0.07026678323745728
10,500,9.870257377624512,-0.0025948436930775644,-167.8821258544922,0.07026678323745728
10,501,9.890257835388184,-0.00219484381377697,-83.88212585449219,0.07026678323745728
10,502,9.910257339477539,-0.0017948437482118607,0.11787067353725433,0.07026678323745728
10,503,9.930257797241211,-0.001394843775779009,84.11787414550781,0.07026678323745728
10,504,9.950258255004883,-0.0009948437102138997,168.1178741455078,0.07026678323745728
10,505,9.970257759094238,-0.0005948437377810478,252.1178741455078,0.07026678323745728
10,506,9.99025821685791,-0.00019484375370666386,336.11785888671875,0.07026678323745728
373,18607,372.01025390625,0.0002051562536507845,400.3010559082031,2.599755048751831
373,18608,372.0302429199219,0.0006051562260836363,436.6336669921875,2.599982500076294
373,18609,372.0502624511719,0.0010051562450826168,477.1522521972656,2.6001884937286377
373,18610,372.07025146484375,0.0014051562175154686,512.5823974609375,2.6004207134246826
373,18611,372.09027099609375,0.001805156283080578,545.0361938476562,2.600666046142578
373,18612,372.1102600097656,0.002205156162381172,574.08544921875,2.6009278297424316
373,18613,372.1302490234375,0.0026051562279462816,599.8181762695312,2.6012051105499268
373,18614,372.1502685546875,0.0030051562935113907,622.2935791015625,2.6014981269836426
373,18615,372.1702575683594,0.0034051563590764998,641.6448364257812,2.6018059253692627
373,18616,372.19024658203125,0.0038051564246416093,658.0689086914062,2.60212779045105
373,18617,372.21026611328125,0.004205156117677689,671.8131103515625,2.6024622917175293
373,18618,372.2302551269531,0.004605156183242798,683.1593017578125,2.6028082370758057
373,18619,372.250244140625,0.004994843900203705,691.6962890625,2.603156805038452
373,18620,372.270263671875,0.004594843834638596,607.7240600585938,2.603156805038452
373,18621,372.2902526855469,0.0041948437690734865,523.7240600585938,2.603156805038452
373,18622,372.3102722167969,0.003794843703508377,439.7240295410156,2.603156805038452
373,18623,372.33026123046875,0.003394843637943268,355.7240295410156,2.603156805038452
373,18624,372.3502502441406,0.0029948437586426735,271.7240295410156,2.603156805038452
373,18625,372.3702697753906,0.0025948436930775644,187.72402954101562,2.603156805038452
373,18626,372.3902587890625,0.00219484381377697,103.72402954101562,2.603156805038452
373,18627,372.4102478027344,0.0017948437482118607,19.72403335571289,2.603156805038452
373,18628,372.4302673339844,0.001394843775779009,-64.27597045898438,2.603156805038452
373,18629,372.45025634765625,0.0009948437102138997,-148.27597045898438,2.603156805038452
373,18630,372.4702453613281,0.0005948437377810478,-232.27597045898438,2.603156805038452
373,18631,372.4902648925781,0.00019484375370666386,-316.2759704589844,2.603156805038452
373,18632,372.51025390625,-0.0002051562536507845,-400.2759704589844,2.603156805038452
373,18633,372.5302429199219,-0.0006051562260836363,-436.6507568359375,2.603384256362915
373,18634,372.5502624511719,-0.0010051562450826168,-477.15936279296875,2.603590488433838
373,18635,372.57025146484375,-0.0014051562175154686,-512.5928344726562,2.6038224697113037
373,18636,372.59027099609375,-0.001805156283080578,-545.0482177734375,2.604067802429199
373,18637,372.6102600097656,-0.002205156162381172,-574.0994873046875,2.6043295860290527
373,18638,372.6302490234375,-0.0026051562279462816,-599.8341064453125,2.604606866836548
373,18639,372.6502685546875,-0.0030051562935113907,-622.3114013671875,2.6048998832702637
373,18640,372.6702575683594,-0.0034051563590764998,-641.6644287109375,2.605207681655884
373,18641,372.69024658203125,-0.0038051564246416093,-658.090087890625,2.605529546737671
373,18642,372.71026611328125,-0.004205156117677689,-671.8357543945312,2.6058640480041504
373,18643,372.7302551269531,-0.004605156183242798,-683.1832885742188,2.6062099933624268
373,18644,372.750244140625,-0.004994843900203705,-691.7213134765625,2.6065585613250732
373,18645,372.770263671875,-0.004594843834638596,-607.7490844726562,2.6065585613250732
373,18646,372.7902526855469,-0.0041948437690734865,-523.7490844726562,2.6065585613250732
373,18647,372.8102722167969,-0.003794843703508377,-439.7491149902344,2.6065585613250732
373,18648,372.83026123046875,-0.003394843637943268,-355.7491149902344,2.6065585613250732
373,18649,372.8502502441406,-0.0029948437586426735,-271.7491149902344,2.6065585613250732
373,18650,372.8702697753906,-0.0025948436930775644,-187.7490997314453,2.6065585613250732
373,18651,372.8902587890625,-0.00219484381377697,-103.74909973144531,2.6065585613250732
373,18652,372.9102478027344,-0.0017948437482118607,-19.749101638793945,2.6065585613250732
373,18653,372.9302673339844,-0.001394843775779009,64.25090026855469,2.6065585613250732
373,18654,372.95025634765625,-0.0009948437102138997,148.2509002685547,2.6065585613250732
373,18655,372.9702453613281,-0.0005948437377810478,232.2509002685547,2.6065585613250732
373,18656,372.9902648925781,-0.00019484375370666386,316.2508850097656,2.6065585613250732
1000,49957,999.01025390625,0.00020515623036772014,373.6684265136719,6.697983264923096
1000,49958,999.0302734375,0.0006051562260836363,455.8919677734375,6.697991847991943
1000,49959,999.0502319335938,0.0010051562450826168,480.04083251953125,6.698276996612549
1000,49960,999.0702514648438,0.0014051562175154686,522.7757568359375,6.69847297668457
1000,49961,999.0902709960938,0.001805156283080578,556.2362060546875,6.698713779449463
1000,49962,999.1102294921875,0.002205156162381172,587.7288208007812,6.6989641189575195
1000,49963,999.1302490234375,0.0026051562279462816,615.6954956054688,6.699231147766113
1000,49964,999.1502685546875,0.0030051562935113907,640.3163452148438,6.699513912200928
1000,49965,999.1702880859375,0.0034051563590764998,661.7120971679688,6.699811935424805
1000,49966,999.1902465820312,0.0038051560521125795,680.047607421875,6.700124740600586
1000,49967,999.2102661132812,0.004205156117677689,695.5359497070312,6.700450897216797
1000,49968,999.2302856445312,0.004605156183242798,708.4365234375,6.700789451599121
1000,49969,999.250244140625,0.004994843900203705,718.3221435546875,6.701131343841553
1000,49970,999.270263671875,0.004594843834638596,634.3494873046875,6.701131343841553
1000,49971,999.290283203125,0.0041948437690734865,550.3494873046875,6.701131343841553
1000,49972,999.3102416992188,0.003794843703508377,466.3494567871094,6.701131343841553
1000,49973,999.3302612304688,0.003394843637943268,382.3494567871094,6.701131343841553
1000,49974,999.3502807617188,0.0029948437586426735,298.3494567871094,6.701131343841553
1000,49975,999.3702392578125,0.0025948436930775644,214.34945678710938,6.701131343841553
1000,49976,999.3902587890625,0.00219484381377697,130.34945678710938,6.701131343841553
1000,49977,999.4102783203125,0.0017948437482118607,46.349456787109375,6.701131343841553
1000,49978,999.4302368164062,0.001394843775779009,-37.650543212890625,6.701131343841553
1000,49979,999.4502563476562,0.000994843803346157,-121.65054321289062,6.701131343841553
1000,49980,999.4702758789062,0.0005948437843471766,-205.65054321289062,6.701131343841553
1000,49981,999.490234375,0.00019484376534819602,-289.6505432128906,6.701131343841553
1000,49982,999.51025390625,-0.00020515623036772014,-373.6505432128906,6.701131343841553
1000,49983,999.5302734375,-0.0006051562260836363,-455.9048156738281,6.7011399269104
1000,49984,999.5502319335938,-0.0010051562450826168,-480.04022216796875,6.701425552368164
1000,49985,999.5702514648438,-0.0014051562175154686,-522.7819213867188,6.701621055603027
1000,49986,999.5902709960938,-0.001805156283080578,-556.2425537109375,6.701862335205078
1000,49987,999.6102294921875,-0.002205156162381172,-587.7369995117188,6.702112197875977
1000,49988,999.6302490234375,-0.0026051562279462816,-615.705322265625,6.70237922668457
1000,49989,999.6502685546875,-0.0030051562935113907,-640.3276977539062,6.702661991119385
1000,49990,999.6702880859375,-0.0034051563590764998,-661.7250366210938,6.702960014343262
1000,49991,999.6902465820312,-0.0038051560521125795,-680.0619506835938,6.703272819519043
1000,49992,999.7102661132812,-0.004205156117677689,-695.5515747070312,6.703598976135254
1000,49993,999.7302856445312,-0.004605156183242798,-708.453369140625,6.703937530517578
1000,49994,999.750244140625,-0.004994843900203705,-718.3400268554688,6.704279899597168
1000,49995,999.770263671875,-0.004594843834638596,-634.3673706054688,6.704279899597168
1000,49996,999.790283203125,-0.0041948437690734865,-550.3673706054688,6.704279899597168
1000,49997,999.8102416992188,-0.003794843703508377,-466.3673400878906,6.704279899597168
1000,49998,999.8302612304688,-0.003394843637943268,-382.3673400878906,6.704279899597168
1000,49999,999.8502807617188,-0.0029948437586426735,-298.3673400878906,6.704279899597168
1000,50000,999.8702392578125,-0.0025948436930775644,-214.36734008789062,6.704279899597168
1000,50001,999.8902587890625,-0.00219484381377697,-130.36734008789062,6.704279899597168
1000,50002,999.9102783203125,-0.0017948437482118607,-46.36734390258789,6.704279899597168
1000,50003,999.9302368164062,-0.001394843775779009,37.63265609741211,6.704279899597168
1000,50004,999.9502563476562,-0.000994843803346157,121.63265991210938,6.704279899597168
1000,50005,999.9702758789062,-0.0005948437843471766,205.63265991210938,6.704279899597168
1000,50006,999.990234375,-0.00019484376534819602,289.6326599121094,6.704279899597168
1000,50007,1000.0,0.0,330.5498352050781,6.704279899597168
