frame_label,step_name,frame_value,description,STATEV1,STATEV2,STATEV3,STATEV4,STATEV5,STATEV6,STATEV7,STATEV8,STATEV9,STATEV10,STATEV11,STATEV12,STATEV13,STATEV14,STATEV15,S11,S22,S33,S12,S13,S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM,right_face_node_set,STATEV1_count,stress_count,right_face_u_count,right_face_rf_count
first,CYCLIC_CONT_PREDICTED_C99_TO_C100,0,Increment      0: Step Time =    0.000,3.58395934105,6.51731109619,-3.2586555481,-3.2586555481,9.2656005752e-14,1.41817692979e-14,8.22536161497e-15,-0.00254475534894,0.00127237767447,0.00127237767447,-1.59226825068e-17,-9.35271777354e-18,-5.73855929573e-19,32.811920166,0,493.480255127,-5.82645043323e-13,-6.3090271939e-13,1.9140596226e-12,-6.9352455636e-13,2.06264909666e-13,0,1973.92102051,RIGHT_FACE,8,8,4,4
final,CYCLIC_CONT_PREDICTED_C99_TO_C100,1,Increment     57: Step Time =    1.000,3.59111475945,-81.344871521,40.6724357605,40.6724357605,1.24949563771e-13,-4.4303687941e-14,1.10754922748e-14,-0.00188204518054,0.000941022590268,0.000941022590268,1.66671705456e-18,-1.58309192255e-17,1.28432780712e-18,32.8717269897,0,354.311096191,5.99520433298e-15,3.99680288865e-15,-4.0875807331e-15,3.44250844549e-15,4.04397796513e-15,0,1417.24438477,RIGHT_FACE,8,8,4,4
