frame_label,step_name,frame_value,description,STATEV1,STATEV2,STATEV3,STATEV4,STATEV5,STATEV6,STATEV7,STATEV8,STATEV9,STATEV10,STATEV11,STATEV12,STATEV13,STATEV14,STATEV15,S11,S22,S33,S12,S13,S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM,right_face_node_set,STATEV1_count,stress_count,right_face_u_count,right_face_rf_count
first,CYCLIC_CONT_PREDICTED_C19_TO_C20,0,Increment      0: Step Time =    0.000,0.134935975075,-84.2407455444,42.1203727722,42.1203727722,3.5615550087e-15,1.80359466613e-15,-1.59588154103e-15,-0.0018091967795,0.000904598389752,0.000904598389752,-5.38579209688e-19,-3.23555703256e-19,-5.91050015978e-20,1.34481799603,0,339.014099121,-1.42108547152e-14,-1.50990331349e-14,3.87337053707e-14,-1.20852814382e-14,1.04574272622e-14,0,1356.05639648,RIGHT_FACE,8,8,4,4
final,CYCLIC_CONT_PREDICTED_C19_TO_C20,1,Increment     57: Step Time =    1.000,0.141955494881,-86.1188659668,43.0594329834,43.0594329834,4.70642337494e-15,2.52116468732e-15,-1.25222302679e-15,-0.00198511057533,0.000992555287667,0.000992555287667,-5.94931266789e-20,-3.11869245479e-19,-4.82714600293e-21,1.41452896595,0,375.95602417,-6.66133814775e-15,-8.881784197e-16,-1.26386169342e-14,5.00489645091e-15,2.09300242492e-15,0,1503.82409668,RIGHT_FACE,8,8,4,4
