frame_label,step_name,frame_value,description,STATEV1,STATEV2,STATEV3,STATEV4,STATEV5,STATEV6,STATEV7,STATEV8,STATEV9,STATEV10,STATEV11,STATEV12,STATEV13,STATEV14,STATEV15,S11,S22,S33,S12,S13,S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM,right_face_node_set,STATEV1_count,stress_count,right_face_u_count,right_face_rf_count
first,CYCLIC_CONT_PREDICTED_C49_TO_C50,0,Increment      0: Step Time =    0.000,0.350499927998,-78.5683670044,39.2841835022,39.2841835022,9.12995807428e-15,2.57723051444e-15,-9.82053810695e-16,-0.00185516919009,0.000927584595047,0.000927584595047,-1.50008573361e-18,-8.87878298722e-19,-9.12769378275e-20,3.47446537018,0,348.668243408,-4.97379915032e-14,-5.35867635259e-14,1.55941570963e-13,-5.46752347444e-14,2.26953940125e-14,0,1394.67297363,RIGHT_FACE,8,8,4,4
final,CYCLIC_CONT_PREDICTED_C49_TO_C50,1,Increment     57: Step Time =    1.000,0.357523173094,-85.8145446777,42.9072723389,42.9072723389,1.22700827456e-14,9.65587708576e-16,-1.26186627438e-16,-0.00197797850706,0.000988989253528,0.000988989253528,-3.18082484817e-20,-1.28850774462e-18,8.90836963274e-20,3.54346561432,0,374.458190918,3.33066907388e-15,-1.7763568394e-15,6.85253249587e-15,-8.37202166401e-15,5.87423667257e-15,0,1497.83276367,RIGHT_FACE,8,8,4,4
