JOB,STATEV1_cycle20,STATEV2_cycle20,STATEV3_cycle20,STATEV4_cycle20,STATEV8_cycle20,STATEV9_cycle20,STATEV10_cycle20,STATEV14_cycle20,Avg_S11_cycle20,RF1_RIGHT_FACE_cycle20
chaboche_eps005_20cycles_dtmax_0p005_inc6000,0.145257070661,-89.0449066162,44.5224533081,44.5224533081,-0.00183359021321,0.000916795106605,0.000916795106605,1.44730854034,385.053924561,
