JOB,STATEV1_cycle20,STATEV2_cycle20,STATEV3_cycle20,STATEV4_cycle20,STATEV8_cycle20,STATEV9_cycle20,STATEV10_cycle20,STATEV14_cycle20,Avg_S11_cycle20,RF1_RIGHT_FACE_cycle20
chaboche_eps005_20cycles_dt_original_output,0.142025694251,-85.8880233765,42.9440116882,42.9440116882,-0.0017925434513,0.000896271725651,0.000896271725651,1.41522598267,376.434143066,
