JOB,STATEV1_cycle20,STATEV2_cycle20,STATEV3_cycle20,STATEV4_cycle20,STATEV8_cycle20,STATEV9_cycle20,STATEV10_cycle20,STATEV14_cycle20,Avg_S11_cycle20,RF1_RIGHT_FACE_cycle20
chaboche_eps005_20cycles_dtmax_0p01,0.143569096923,-87.8605880737,43.9302940369,43.9302940369,-0.00181222101673,0.000906110508367,0.000906110508367,1.43055033684,380.566436768,
