case_name,base_cycle,target_cycle,jump_size,method,strain_range_reference,predicted_strain_mean,reference_strain_mean,strain_mean_normalized_error_percent,predicted_ratcheting_strain,reference_ratcheting_strain,ratcheting_strain_normalized_error_percent,predicted_strain_max,reference_strain_max,strain_max_normalized_error_percent,max_normalized_error_percent,drift_direction_ok,finite,accepted,requested_target_cycle,adaptive_candidate
B1_stress_m150_to_250,1000,1250,250,quadratic_curvature_limited,0.0032863758455457,0.06418340472690913,0.0641824351875543,0.02950177947973383,0.050213446316695026,0.0502124767773399,0.029501779488812906,0.06582645895186955,0.0658256231103272,0.025433534739286882,0.029501779488812906,True,True,True,5000,True
B1_stress_m150_to_250,1000,1125,125,quadratic_curvature_limited,0.0032863765320656,0.05952765508973173,0.0595271918374047,0.014096142742819449,0.045557696679517444,0.0455572334271903,0.014096142746408849,0.06117077173211251,0.0611703801034376,0.011916731728242098,0.014096142746408849,True,True,True,5000,True
B1_stress_m150_to_250,1000,1062,62,quadratic_curvature_limited,0.0032863766456167,0.057181134636768195,0.0571809110412644,0.0068037090055067815,0.0432111762265538,0.04321095263105,0.0068037090057179225,0.05882428646297492,0.0588240993640728,0.0056931667394504925,0.0068037090057179225,True,True,True,5000,True
B1_stress_m150_to_250,1000,1031,31,quadratic_curvature_limited,0.0032863773218613,0.056026492019352725,0.0560264047276341,0.002656168482042144,0.04205653360913828,0.0420564463174197,0.002656168480775297,0.057669662074813714,0.0576695933885647,0.0020900293024157996,0.002656168482042144,True,True,True,5000,True
B1_stress_m150_to_250,1000,1015,15,quadratic_curvature_limited,0.0032863786029571,0.05543054600542685,0.0554305097341037,0.0011036866878538258,0.04146058759521238,0.0414605513238893,0.0011036866855312743,0.057073725706071464,0.0570736990355823,0.0008115464584751083,0.0011036866878538258,True,True,True,5000,True
B1_stress_m150_to_250,1000,1007,7,quadratic_curvature_limited,0.0032863784954748,0.05513257263152043,0.055132552304402,0.0006185263949635243,0.041162614221305946,0.0411625938941876,0.0006185263922186908,0.05677575721514909,0.0567757415521394,0.0004766039489799486,0.0006185263949635243,True,True,True,5000,True
B1_stress_m150_to_250,1000,1003,3,quadratic_curvature_limited,0.0032863783737497,0.05498358585283135,0.0549835753219481,0.00032044037694737356,0.04101362744261686,0.0410136169117336,0.0003204403771585146,0.05662677289305009,0.0566267645088229,0.0002551205686304345,0.0003204403771585146,True,True,True,5000,True
B1_stress_m150_to_250,1000,1001,1,quadratic_curvature_limited,0.003286377731265,0.054909092440552844,0.0549090884628802,0.00012103516296408954,0.040939134030338345,0.0409391300526658,0.00012103516000811422,0.05655228071284114,0.0565522773285127,0.00010298050657277897,0.00012103516296408954,True,True,True,5000,True
B1_stress_m150_to_250,5000,10000,5000,local_linear,0.0032863657845036,0.3899960212091713,0.3899714105109181,0.7488727630156634,0.3760260627989569,0.3760014521007037,0.7488727630156634,0.391639260492803,0.3916145934031699,0.7505886821676001,0.7505886821676001,True,True,True,10000,False
B1_stress_m150_to_250,5000,7500,2500,local_linear,0.0032863687811309,0.29691152166914436,0.2969071706520548,0.1323958867473257,0.28294156325893,0.2829372122418404,0.13239588674901484,0.2985547342962373,0.2985503550426203,0.13325508817388704,0.13325508817388704,True,True,True,10000,True
B1_stress_m150_to_250,5000,6250,1250,local_linear,0.0032863713424703,0.25036927189913094,0.2503690757211238,0.005969441267384177,0.23639931348891655,0.2363991173109094,0.005969441268228743,0.25201247119795445,0.252012261392359,0.0063841110327710485,0.0063841110327710485,True,True,True,10000,True
B1_stress_m150_to_250,5000,5625,625,local_linear,0.0032863711389355,0.22709814701412423,0.2270983580779896,0.006422398945049603,0.2131281886039098,0.2131283996677752,0.006422398945894169,0.22874133964881302,0.2287415436474574,0.006207413459079213,0.006422398945894169,True,True,True,10000,True
B1_stress_m150_to_250,5000,5312,312,local_linear,0.0032863717743025,0.21544396767171284,0.2154440928908033,0.0038102533449455257,0.20147400926149844,0.2014741344805889,0.0038102533449455257,0.217087156969003,0.2170872787779546,0.0037064872748787296,0.0038102533449455257,True,True,True,10000,True
B1_stress_m150_to_250,5000,5156,156,local_linear,0.0032863717897442,0.20963549490041516,0.2096355968434055,0.0031019920097049947,0.19566553649020077,0.1956656384331911,0.0031019920097049947,0.2112786825343373,0.2112787827382776,0.003049074989770402,0.0031019920097049947,True,True,True,10000,True
B1_stress_m150_to_250,5000,5078,78,local_linear,0.0032863715597192,0.20673125851476634,0.2067313254399816,0.0020364470067482884,0.19276130010455195,0.1927613670297672,0.0020364470067482884,0.20837444531700444,0.2083745112198412,0.0020053373629101883,0.0020364470067482884,True,True,True,10000,True
B1_stress_m150_to_250,5000,5039,39,local_linear,0.0032863720731733,0.20527914032194192,0.2052791728407521,0.000989504823201914,0.19130918191172752,0.1913092144305377,0.000989504823201914,0.20692232670833802,0.2069223588773388,0.0009788605818280987,0.000989504823201914,True,True,True,10000,True
B1_stress_m150_to_250,5000,5019,19,local_linear,0.0032863713255178,0.2045344643256217,0.2045344847028665,0.0006200530247439082,0.1905645059154073,0.1905645262926521,0.0006200530247439082,0.2061776504987655,0.2061776703656254,0.0006045226768174255,0.0006200530247439082,True,True,True,10000,True
B1_stress_m150_to_250,5000,5009,9,local_linear,0.0032863716853958,0.20416212632746158,0.2041621391917846,0.00039144455512033237,0.1901921679172472,0.1901921807815702,0.00039144455512033237,0.20580531239397923,0.2058053250344826,0.00038463401514863643,0.00039144455512033237,True,True,True,10000,True
B1_stress_m150_to_250,5000,5004,4,local_linear,0.0032863723643554,0.20397595732838153,0.2039759631970569,0.00017857609328290582,0.19000599891816713,0.1900060047868425,0.00017857609243834006,0.2056191433415861,0.2056191493792346,0.00018371772346188216,0.00018371772346188216,True,True,True,10000,True
B1_stress_m150_to_250,5000,5002,2,local_linear,0.0032863721923791,0.20390148972874952,0.203901492079368,7.152624048770948e-05,0.18993153131853513,0.1899315336691536,7.152624048770948e-05,0.20554467572062884,0.2055446781755576,7.470026572062679e-05,7.470026572062679e-05,True,True,True,10000,True
B1_stress_m150_to_250,5000,5001,1,local_linear,0.0032863715306893,0.2038642559289335,0.2038642570895851,3.5317114689154306e-05,0.1898942975187191,0.1898942986793707,3.531711384458834e-05,0.20550744191015022,0.2055074428549298,2.8748410795136033e-05,3.5317114689154306e-05,True,True,True,10000,True
B1_stress_m150_to_250,5000,10000,5000,least_squares_local_linear,0.0032863657845036,0.3900012986515693,0.3899714105109181,0.9094587337819848,0.3760313402413565,0.3760014521007037,0.9094587338309696,0.3916444839063632,0.3916145934031699,0.9095306229830449,0.9095306229830449,True,True,True,10000,False
B1_stress_m150_to_250,5000,7500,2500,least_squares_local_linear,0.0032863687811309,0.29691416039034346,0.2969071706520548,0.21268879891988046,0.28294420198012976,0.2829372122418404,0.21268879894183917,0.2985573460030174,0.2985503550426203,0.21272598611801216,0.21272598611801216,True,True,True,10000,True
B1_stress_m150_to_250,5000,6250,1250,least_squares_local_linear,0.0032863713424703,0.2503705912597305,0.2503690757211238,0.04611586606422739,0.23640063284951643,0.2363991173109094,0.04611586607520675,0.25201377705134453,0.252012261392359,0.04611952903657566,0.04611952903657566,True,True,True,10000,True
B1_stress_m150_to_250,5000,5625,625,least_squares_local_linear,0.0032863711389355,0.22709880669442398,0.2270983580779896,0.013650814695721557,0.21312884828420975,0.2131283996677752,0.013650814700788955,0.22874199257550804,0.2287415436474574,0.013660296772445204,0.013660296772445204,True,True,True,10000,True
B1_stress_m150_to_250,5000,5312,312,least_squares_local_linear,0.0032863717743025,0.2154442969841185,0.2154440928908033,0.006210292967717319,0.20147433857390418,0.2014741344805889,0.006210292970251017,0.21708748291000912,0.2170872787779546,0.006211471754536646,0.006211471754536646,True,True,True,10000,True
B1_stress_m150_to_250,5000,5156,156,least_squares_local_linear,0.0032863717897442,0.209635659556618,0.2096355968434055,0.0019082811235069021,0.19566570114640364,0.1956656384331911,0.001908281124351468,0.21127884550484036,0.2112787827382776,0.0019099045016364915,0.0019099045016364915,True,True,True,10000,True
B1_stress_m150_to_250,5000,5078,78,least_squares_local_linear,0.0032863715597192,0.20673134084286776,0.2067313254399816,0.0004686897352012049,0.19276138243265337,0.1927613670297672,0.0004686897352012049,0.20837452680225596,0.2083745112198412,0.0004741525559194068,0.0004741525559194068,True,True,True,10000,True
B1_stress_m150_to_250,5000,5039,39,least_squares_local_linear,0.0032863720731733,0.20527918148599264,0.2052791728407521,0.00026306335249713864,0.19130922307577822,0.1913092144305377,0.00026306335165257285,0.20692236745096376,0.2069223588773388,0.0002608841834699351,0.00026306335249713864,True,True,True,10000,True
B1_stress_m150_to_250,5000,5019,19,least_squares_local_linear,0.0032863713255178,0.20453448437990282,0.2045344847028665,9.827364335451127e-06,0.1905645259696884,0.1905645262926521,9.82736518001715e-06,0.206177670347737,0.2061776703656254,5.443202683350914e-07,9.82736518001715e-06,True,True,True,10000,True
B1_stress_m150_to_250,5000,5009,9,least_squares_local_linear,0.0032863716853958,0.2041621358268579,0.2041621391917846,0.00010239032649117807,0.19019217741664352,0.1901921807815702,0.00010239032649117807,0.20580532179612362,0.2058053250344826,9.85390357475749e-05,0.00010239032649117807,True,True,True,10000,True
B1_stress_m150_to_250,5000,5004,4,least_squares_local_linear,0.0032863723643554,0.20397596155033546,0.2039759631970569,5.010757367307213e-05,0.19000600314012106,0.1900060047868425,5.010757282850638e-05,0.20561914752031693,0.2056191493792346,5.656442583484051e-05,5.656442583484051e-05,True,True,True,10000,True
B1_stress_m150_to_250,5000,5002,2,least_squares_local_linear,0.0032863721923791,0.20390149183972647,0.203901492079368,7.291977743688067e-06,0.18993153342951208,0.1899315336691536,7.291977743688067e-06,0.20554467780999425,0.2055446781755576,1.1123614002414264e-05,1.1123614002414264e-05,True,True,True,10000,True
B1_stress_m150_to_250,5000,5001,1,least_squares_local_linear,0.0032863715306893,0.20386425698442198,0.2038642570895851,3.1999768505654796e-06,0.1898942985742076,0.1898942986793707,3.199976005999509e-06,0.20550744295483292,0.2055074428549298,3.039921464345474e-06,3.1999768505654796e-06,True,True,True,10000,True
B1_stress_m150_to_250,5000,10000,5000,power_law_fit,0.0032863657845036,0.38346923806644584,0.3899714105109181,197.8529741008245,0.3745405510483893,0.3760014521007037,44.45339162192671,0.3845756698325373,0.3916145934031699,214.1856394630091,214.1856394630091,True,True,False,10000,False
B1_stress_m150_to_250,5000,7500,2500,power_law_fit,0.0032863687811309,0.2949955967945995,0.2969071706520548,58.166748309891915,0.2825093466486499,0.2829372122418404,13.019402924197449,0.29647955492500616,0.2985503550426203,63.01179981698597,63.01179981698597,True,True,False,10000,True
B1_stress_m150_to_250,5000,6250,1250,power_law_fit,0.0032863713424703,0.2498163229395674,0.2503690757211238,16.81954727431767,0.23627551157341292,0.2363991173109094,3.7611616161297046,0.251413230203407,0.252012261392359,18.227738941446372,18.227738941446372,True,True,False,10000,True
B1_stress_m150_to_250,5000,5625,625,power_law_fit,0.0032863711389355,0.22693462350073407,0.2270983580779896,4.982230257430867,0.21309185808296421,0.2131283996677752,1.111912905333473,0.22856405559224202,0.2287415436474574,5.400730706054156,5.400730706054156,True,True,False,10000,True
B1_stress_m150_to_250,5000,5312,312,power_law_fit,0.0032863717743025,0.21539233684179054,0.2154440928908033,1.5748689608842847,0.20146263919105992,0.2014741344805889,0.3497866437044889,0.21703116291641097,0.2170872787779546,1.7075323608372792,1.7075323608372792,True,True,False,10000,True
B1_stress_m150_to_250,5000,5156,156,power_law_fit,0.0032863717897442,0.20961739882978142,0.2096355968434055,0.5537417793343343,0.19566158897365515,0.1956656384331911,0.12321976316192276,0.21125905149669563,0.2112787827382776,0.6003959029695638,0.6003959029695638,True,True,True,10000,True
B1_stress_m150_to_250,5000,5078,78,power_law_fit,0.0032863715597192,0.20672417234306412,0.2067313254399816,0.21765940909295628,0.19275976747978363,0.1927613670297672,0.04867221963526689,0.2083667562436789,0.2083745112198412,0.23597380945503818,0.23597380945503818,True,True,True,10000,True
B1_stress_m150_to_250,5000,5039,39,power_law_fit,0.0032863720731733,0.20527609181784942,0.2052791728407521,0.09375149356393044,0.19130852674987137,0.1913092144305377,0.020925222434234357,0.20691901827469536,0.2069223588773388,0.10165016526043621,0.10165016526043621,True,True,True,10000,True
B1_stress_m150_to_250,5000,5019,19,power_law_fit,0.0032863713255178,0.20453310324700857,0.2045344847028665,0.04203590285744169,0.1905642146141015,0.1905645262926521,0.009483972434500306,0.20617617320934326,0.2061776703656254,0.04555651610388837,0.04555651610388837,True,True,True,10000,True
B1_stress_m150_to_250,5000,5009,9,power_law_fit,0.0032863716853958,0.2041615110595491,0.2041621391917846,0.019113243894297752,0.1901920365490322,0.1901921807815702,0.0043888078352501,0.20580464455292913,0.2058053250344826,0.020706165297450733,0.020706165297450733,True,True,True,10000,True
B1_stress_m150_to_250,5000,5004,4,power_law_fit,0.0032863723643554,0.20397569042831956,0.2039759631970569,0.008299994860766907,0.19000594200414994,0.1900060047868425,0.0019103949761060369,0.20561885362613264,0.2056191493792346,0.008999378924949907,0.008999378924949907,True,True,True,10000,True
B1_stress_m150_to_250,5000,5002,2,power_law_fit,0.0032863721923791,0.20390135758985234,0.203901492079368,0.004092339753082298,0.1899315031560378,0.1899315336691536,0.000928474135783295,0.2055445322841862,0.2055446781755576,0.004439283284425965,0.004439283284425965,True,True,True,10000,True
B1_stress_m150_to_250,5000,5001,1,power_law_fit,0.0032863715306893,0.20386419018733967,0.2038642570895851,0.002035748083053962,0.18989428351111326,0.1898942986793707,0.00046155029296657713,0.20550737054732773,0.2055074428549298,0.0022002260364453073,0.0022002260364453073,True,True,True,10000,True
B1_stress_m150_to_250,5000,10000,5000,log_cycle_fit,0.0032863657845036,0.330290829719995,0.3899714105109181,1816.0054207093608,0.3163208713097808,0.3760014521007037,1816.0054207093542,0.3319340120905923,0.3916145934031699,1816.0054365826547,1816.0054365826547,True,True,False,10000,False
B1_stress_m150_to_250,5000,7500,2500,log_cycle_fit,0.0032863687811309,0.2778036072681963,0.2969071706520548,581.2970076135097,0.2638336488579819,0.2829372122418404,581.2970076135097,0.27944679113291043,0.2985503550426203,581.2970236144942,581.2970236144942,True,True,False,10000,True
B1_stress_m150_to_250,5000,6250,1250,log_cycle_fit,0.0032863713424703,0.24453927477905055,0.2503690757211238,177.39325032244017,0.23056931636883615,0.2363991173109094,177.39325032243931,0.24618245959067725,0.252012261392359,177.39327647920632,177.39327647920632,True,True,False,10000,True
B1_stress_m150_to_250,5000,5625,625,log_cycle_fit,0.0032863711389355,0.22531638481639735,0.2270983580779896,54.22312898504352,0.21134642640618317,0.2131283996677752,54.223128985036766,0.22695957017522878,0.2287415436474574,54.22313539443517,54.22313539443517,True,True,False,10000,True
B1_stress_m150_to_250,5000,5312,312,log_cycle_fit,0.0032863717743025,0.21487073360511197,0.2154440928908033,17.446574066107207,0.20090077519489757,0.2014741344805889,17.446574066107207,0.21651391926129243,0.2170872787779546,17.446581094248558,17.446581094248558,True,True,False,10000,True
B1_stress_m150_to_250,5000,5156,156,log_cycle_fit,0.0032863717897442,0.20943242528540926,0.2096355968434055,6.1822450713054815,0.19546246687519486,0.1956656384331911,6.1822450713054815,0.21107561109639833,0.2112787827382776,6.18224762375678,6.18224762375678,True,True,False,10000,True
B1_stress_m150_to_250,5000,5078,78,log_cycle_fit,0.0032863715597192,0.2066512498317797,0.2067313254399816,2.4365963113657325,0.19268129142156554,0.1927613670297672,2.436596311358976,0.20829443572193856,0.2083745112198412,2.4365929551036682,2.4365963113657325,True,True,False,10000,True
B1_stress_m150_to_250,5000,5039,39,log_cycle_fit,0.0032863720731733,0.20524460065499114,0.2052791728407521,1.051986354288917,0.19127464224477675,0.1913092144305377,1.051986354288917,0.20688778658519197,0.2069223588773388,1.051989591472587,1.051989591472587,True,True,False,10000,True
B1_stress_m150_to_250,5000,5019,19,log_cycle_fit,0.0032863713255178,0.20451901326771224,0.2045344847028665,0.4707756252049571,0.19054905485749785,0.1905645262926521,0.4707756252049571,0.20616219921856788,0.2061776703656254,0.47076685879628405,0.4707756252049571,True,True,True,10000,True
B1_stress_m150_to_250,5000,5009,9,log_cycle_fit,0.0032863716853958,0.20415513459092635,0.2041621391917846,0.21314085954989373,0.19018517618071218,0.1901921807815702,0.2131408595431372,0.20579832055214037,0.2058053250344826,0.21313725326181468,0.21314085954989373,True,True,True,10000,True
B1_stress_m150_to_250,5000,5004,4,log_cycle_fit,0.0032863723643554,0.20397292274310072,0.2039759631970569,0.09251702543403872,0.19000296433288633,0.1900060047868425,0.09251702543319415,0.2056161087095017,0.2056191493792346,0.09252359123602763,0.09252359123602763,True,True,True,10000,True
B1_stress_m150_to_250,5000,5002,2,log_cycle_fit,0.0032863721923791,0.20389998702033715,0.203901492079368,0.04579697437614226,0.18993002861012276,0.1899315336691536,0.04579697437614226,0.20554317298881425,0.2055446781755576,0.04580086050040818,0.04580086050040818,True,True,True,10000,True
B1_stress_m150_to_250,5000,5001,1,log_cycle_fit,0.0032863715306893,0.20386350822224228,0.2038642570895851,0.02278705666228292,0.1898935498120281,0.1898942986793707,0.022787056654681826,0.20550669419175788,0.2055074428549298,0.02278084400797709,0.02278705666228292,True,True,True,10000,True
B1_stress_m150_to_250,5000,10000,5000,quadratic_curvature_limited,0.0032863657845036,0.3900201628488948,0.3899714105109181,1.4834726617034626,0.3760502044386684,0.3760014521007037,1.4834726613386093,0.39166330339073624,0.3916145934031699,1.4821839916915918,1.4834726617034626,True,True,False,10000,False
B1_stress_m150_to_250,5000,7500,2500,quadratic_curvature_limited,0.0032863687811309,0.2969286206360392,0.2969071706520548,0.6526955863127248,0.28295866222581556,0.2829372122418404,0.6526955860323287,0.2985717734435235,0.2985503550426203,0.6517345535343217,0.6526955863127248,True,True,True,10000,True
B1_stress_m150_to_250,5000,6250,1250,quadratic_curvature_limited,0.0032863713424703,0.2503790784193366,0.2503690757211238,0.3043690797661198,0.2364091200091168,0.2363991173109094,0.304369079602274,0.25202224519617744,0.252012261392359,0.30379414795355436,0.3043690797661198,True,True,True,10000,True
B1_stress_m150_to_250,5000,5625,625,quadratic_curvature_limited,0.0032863711389355,0.22710336453341662,0.2270983580779896,0.15233992800499468,0.2131334061231993,0.2131283996677752,0.15233992791631523,0.22874654025406949,0.2287415436474574,0.1520402413737028,0.15233992800499468,True,True,True,10000,True
B1_stress_m150_to_250,5000,5312,312,quadratic_curvature_limited,0.0032863717743025,0.21544665082193987,0.2154440928908033,0.0778345029790117,0.201476692411724,0.2014741344805889,0.0778345029342497,0.21708983151248254,0.2170872787779546,0.07767637696648831,0.0778345029790117,True,True,True,10000,True
B1_stress_m150_to_250,5000,5156,156,quadratic_curvature_limited,0.0032863717897442,0.20963685605392648,0.2096355968434055,0.03831613102700697,0.1956668976437113,0.1956656384331911,0.03831613100335912,0.21128003934379008,0.2112787827382776,0.03823686402129005,0.03831613102700697,True,True,True,10000,True
B1_stress_m150_to_250,5000,5078,78,quadratic_curvature_limited,0.0032863715597192,0.20673194398612144,0.2067313254399816,0.018821552237642786,0.19276198557590665,0.1927613670297672,0.018821552225818862,0.2083751286061591,0.2083745112198412,0.018786260368186807,0.018821552237642786,True,True,True,10000,True
B1_stress_m150_to_250,5000,5039,39,quadratic_curvature_limited,0.0032863720731733,0.20527948428126933,0.2052791728407521,0.009476727233015755,0.19130952587105474,0.1913092144305377,0.009476727227103795,0.2069226695740224,0.2069223588773388,0.009454093348453388,0.009476727233015755,True,True,True,10000,True
B1_stress_m150_to_250,5000,5019,19,quadratic_curvature_limited,0.0032863713255178,0.20453463220126178,0.2045344847028665,0.004488184099286219,0.1905646737910473,0.1905645262926521,0.004488184096752521,0.20617781784096983,0.2061776703656254,0.004487482692271244,0.004488184099286219,True,True,True,10000,True
B1_stress_m150_to_250,5000,5009,9,quadratic_curvature_limited,0.0032863716853958,0.20416220591990694,0.2041621391917846,0.002030449648460213,0.1901922475096925,0.1901921807815702,0.0020304496467710813,0.20580539173359405,0.2058053250344826,0.002029566885346019,0.002030449648460213,True,True,True,10000,True
B1_stress_m150_to_250,5000,5004,4,quadratic_curvature_limited,0.0032863723643554,0.20397599271889175,0.2039759631970569,0.000898310707515727,0.19000603430867735,0.1900060047868425,0.0008983107083602928,0.20561917861969375,0.2056191493792346,0.0008897488149008367,0.0008983107083602928,True,True,True,10000,True
B1_stress_m150_to_250,5000,5002,2,quadratic_curvature_limited,0.0032863721923791,0.20390150742722266,0.203901492079368,0.0004670151083141872,0.18993154901700823,0.1899315336691536,0.00046701510746962135,0.20554469336289402,0.2055446781755576,0.00046213074865574644,0.0004670151083141872,True,True,True,10000,True
B1_stress_m150_to_250,5000,5001,1,quadratic_curvature_limited,0.0032863715306893,0.20386426477897457,0.2038642570895851,0.00023397809367237265,0.18989430636876017,0.1898942986793707,0.0002339780945169386,0.20550745073208562,0.2055074428549298,0.00023969157908520556,0.00023969157908520556,True,True,True,10000,True
B1_stress_m150_to_250,10000,50000,40000,local_linear,0.0032863566692824,1.8788567003612502,1.8783190811234236,16.35912628874741,1.8648867419510355,1.864349122713209,16.35912628874741,1.8805005855936763,1.8799622594580647,16.380636363767017,16.380636363767017,True,True,False,50000,False
B1_stress_m150_to_250,10000,30000,20000,local_linear,0.0032863572511532,1.1344140554360842,1.13419643423904,6.62195800434647,1.1204440970258696,1.1202264758288256,6.621958004339713,1.136057589498423,1.1358396128646169,6.632773528492487,6.632773528492487,True,True,False,50000,True
B1_stress_m150_to_250,10000,20000,10000,local_linear,0.0032863580260891,0.7621927329735011,0.7621339022010258,1.7901510428330036,0.7482227745632867,0.7481639437908114,1.7901510428330036,0.7638360914507965,0.7637770812140704,1.7956119283898668,1.7956119283898668,True,True,False,50000,True
B1_stress_m150_to_250,10000,15000,5000,local_linear,0.0032863619890463,0.5760820717422096,0.576071857300783,0.3108130346144424,0.5621121133319952,0.5621018988905686,0.3108130346144424,0.5777253424269833,0.5777150382953062,0.31354219989653087,0.31354219989653087,True,True,True,50000,True
B1_stress_m150_to_250,10000,12500,2500,local_linear,0.0032863643802831,0.48302674112656385,0.4830253079523933,0.0436097159268301,0.46905678271634943,0.4690553495421788,0.043609715928519234,0.48466996791507655,0.4846684901425348,0.04496678915432571,0.04496678915432571,True,True,True,50000,True
B1_stress_m150_to_250,10000,11250,1250,local_linear,0.003286365322603,0.436499075818741,0.4364992733449596,0.006010476596903488,0.42252911740852656,0.4225293149347451,0.006010476595214353,0.4381422806591232,0.4381424560062611,0.0053355948200482384,0.006010476596903488,True,True,True,50000,True
B1_stress_m150_to_250,10000,10625,625,local_linear,0.0032863649730215,0.4132352431648295,0.413235716214628,0.014394317197963791,0.3992652847546151,0.3992657578044136,0.014394317197963791,0.4148784370311466,0.4148788987011388,0.014048043842527088,0.014394317197963791,True,True,True,50000,True
B1_stress_m150_to_250,10000,10312,312,local_linear,0.0032863659986774,0.4015847157717507,0.4015850281929428,0.009506585456679414,0.3876147573615363,0.3876150697827284,0.00950658545836855,0.40322790414225584,0.4032282111922815,0.009343147592403254,0.00950658545836855,True,True,True,50000,True
B1_stress_m150_to_250,10000,10156,156,local_linear,0.0032863651795853,0.3957780631413344,0.3957782781707182,0.006543076379172746,0.38180810473112,0.3818083197605038,0.006543076379172746,0.3974212487727129,0.3974214607605109,0.006450524710373506,0.006543076379172746,True,True,True,50000,True
B1_stress_m150_to_250,10000,10078,78,local_linear,0.0032863660259108,0.3928747368261262,0.392874855317498,0.0036055439605867613,0.3789047784159118,0.3789048969072836,0.0036055439605867613,0.39451792108794137,0.3945180383304534,0.0035675427237190694,0.0036055439605867613,True,True,True,50000,True
B1_stress_m150_to_250,10000,10039,39,local_linear,0.0032863661729154,0.3914230736685222,0.391423126616236,0.0016111325104560224,0.37745311525830777,0.3774531682060216,0.0016111325104560224,0.39306625724555566,0.3930663097026937,0.0015962049042067116,0.0016111325104560224,True,True,True,50000,True
B1_stress_m150_to_250,10000,10019,19,local_linear,0.0032863661857105,0.390678631023597,0.3906786570152292,0.0007908927584783953,0.3767086726133826,0.3767086986050148,0.00079089276016753,0.3923218142494604,0.3923218401080845,0.0007868454904168657,0.00079089276016753,True,True,True,50000,True
B1_stress_m150_to_250,10000,10009,9,local_linear,0.0032863656582494,0.39030640970113445,0.390306424455231,0.00044894871995047116,0.37633645129092,0.3763364660450166,0.00044894871995047116,0.3919495927514128,0.3919496072843557,0.00044221929072847844,0.00044894871995047116,True,True,True,50000,True
B1_stress_m150_to_250,10000,10004,4,local_linear,0.003286366510568,0.39012029903990314,0.390120305664021,0.0002015635761878047,0.3761503406296887,0.3761503472538066,0.0002015635761878047,0.391763482002389,0.391763488919305,0.00021047305641933907,0.00021047305641933907,True,True,True,50000,True
B1_stress_m150_to_250,10000,10002,2,local_linear,0.0032863661634468,0.3900458547754106,0.3900458580087834,9.838747817261125e-05,0.37607589636519617,0.376075899598569,9.838747986174595e-05,0.3916890377027794,0.3916890410905069,0.00010308429794298657,0.00010308429794298657,True,True,True,50000,True
B1_stress_m150_to_250,10000,10001,1,local_linear,0.0032863662037929,0.3900086326431644,0.3900086339476114,3.969268698269119e-05,0.37603867423294995,0.376038675537397,3.969268698269119e-05,0.3916518155529747,0.3916518170495079,4.553762842815152e-05,4.553762842815152e-05,True,True,True,50000,True
B1_stress_m150_to_250,10000,50000,40000,least_squares_local_linear,0.0032863566692824,1.8788826926263185,1.8783190811234236,17.15004059550009,1.8649127342161087,1.864349122713209,17.150040595648736,1.8805257015878363,1.8799622594580647,17.144886768927112,17.150040595648736,True,True,False,50000,False
B1_stress_m150_to_250,10000,30000,20000,least_squares_local_linear,0.0032863572511532,1.1344270515686183,1.13419643423904,7.017415087704563,1.1204570931584064,1.1202264758288256,7.017415087778886,1.1360701474955033,1.1358396128646169,7.014898663421554,7.017415087778886,True,True,False,50000,True
B1_stress_m150_to_250,10000,20000,10000,least_squares_local_linear,0.0032863580260891,0.7621992310397682,0.7621339022010258,1.9878795378868976,0.748229272629555,0.7481639437908114,1.9878795379240588,0.7638423704493367,0.7637770812140704,1.9866744508044878,1.9878795379240588,True,True,False,50000,True
B1_stress_m150_to_250,10000,15000,5000,least_squares_local_linear,0.0032863619890463,0.5760853207753431,0.576071857300783,0.40967716292300055,0.5621153623651294,0.5621018988905686,0.40967716294327017,0.5777284819262534,0.5777150382953062,0.409073345904633,0.40967716294327017,True,True,True,50000,True
B1_stress_m150_to_250,10000,12500,2500,least_squares_local_linear,0.0032863643802831,0.4830283656431306,0.4830253079523933,0.0930417441131649,0.46905840723291653,0.4690553495421788,0.09304174412498885,0.48467153766471155,0.4846684901425348,0.09273232740132192,0.09304174412498885,True,True,True,50000,True
B1_stress_m150_to_250,10000,11250,1250,least_squares_local_linear,0.003286365322603,0.4364998880770244,0.4364992733449596,0.01870553041013255,0.4225299296668101,0.4225293149347451,0.018705530415199956,0.4381430655339407,0.4381424560062611,0.01854716745624,0.018705530415199956,True,True,True,50000,True
B1_stress_m150_to_250,10000,10625,625,least_squares_local_linear,0.0032863649730215,0.4132356492939712,0.413235716214628,0.002036312379884109,0.3992656908837569,0.3992657578044136,0.0020363123765058384,0.4148788294685553,0.4148788987011388,0.002106661434983371,0.002106661434983371,True,True,True,50000,True
B1_stress_m150_to_250,10000,10312,312,least_squares_local_linear,0.0032863659986774,0.40158491851141825,0.4015850281929428,0.003337471376393679,0.38761496010120383,0.3876150697827284,0.003337471378082814,0.40322810004701026,0.4032282111922815,0.0033820113556753562,0.0033820113556753562,True,True,True,50000,True
B1_stress_m150_to_250,10000,10156,156,least_squares_local_linear,0.0032863651795853,0.39577816451116815,0.3957782781707182,0.0034585185710809107,0.3818082061009538,0.3818083197605038,0.0034585185693917758,0.3974213467250901,0.3974214607605109,0.0034699558491341712,0.0034699558491341712,True,True,True,50000,True
