time,U1,RF_total_positive
0.0,0.0,0.0
0.009999999776482582,0.019999999552965164,1032.1625938415527
0.019999999552965164,0.03999999910593033,1105.4378547668457
0.03500000014901161,0.07000000029802322,1201.7832374572754
0.054999999701976776,0.10999999940395355,1309.9350357055664
0.07500000298023224,0.15000000596046448,1398.948398590088
0.0949999988079071,0.1899999976158142,1472.2309532165527
0.11500000208616257,0.23000000417232513,1532.417537689209
0.13500000536441803,0.27000001072883606,1581.7777099609375
0.1550000011920929,0.3100000023841858,1622.2072296142578
0.17499999701976776,0.3499999940395355,1655.2839431762695
0.19499999284744263,0.38999998569488525,1682.3171463012695
0.2150000035762787,0.4300000071525574,1704.3902587890625
0.23499999940395355,0.4699999988079071,1722.3976516723633
0.2549999952316284,0.49000000953674316,1730.093521118164
0.2750000059604645,0.44999998807907104,-385.56988430023193
0.29499998688697815,0.4099999964237213,-632.4778633117676
0.3149999976158142,0.3700000047683716,-837.2650489807129
0.33500000834465027,0.33000001311302185,-1007.3501167297363
0.35499998927116394,0.28999999165534973,-1148.395793914795
0.375,0.25,-1265.2584228515625
0.39500001072883606,0.20999999344348907,-1361.754451751709
0.41499999165534973,0.17000000178813934,-1441.2691040039062
0.4350000023841858,0.12999999523162842,-1506.6716690063477
0.45500001311302185,0.09000000357627869,-1560.382698059082
0.4749999940395355,0.05000000074505806,-1604.4332885742188
0.4950000047683716,0.009999999776482582,-1640.519515991211
0.5149999856948853,-0.029999999329447746,-1670.0521697998047
0.5350000262260437,-0.07000000029802322,-1694.200538635254
0.5550000071525574,-0.10999999940395355,-1713.9308242797852
0.574999988079071,-0.15000000596046448,-1730.0402450561523
0.5950000286102295,-0.1899999976158142,-1743.1844940185547
0.6150000095367432,-0.23000000417232513,-1753.902488708496
0.6349999904632568,-0.27000001072883606,-1762.6367645263672
0.6549999713897705,-0.3100000023841858,-1769.7497177124023
0.675000011920929,-0.3499999940395355,-1775.5384216308594
0.6949999928474426,-0.38999998569488525,-1780.2463912963867
0.7149999737739563,-0.4300000071525574,-1784.072364807129
0.7350000143051147,-0.4699999988079071,-1787.1791381835938
0.7549999952316284,-0.49000000953674316,-1788.5011672973633
0.7749999761581421,-0.44999998807907104,331.0542483329773
0.7950000166893005,-0.4099999964237213,586.5890274047852
0.8149999976158142,-0.3700000047683716,798.6522254943848
0.8349999785423279,-0.33000001311302185,975.0092277526855
0.8550000190734863,-0.28999999165534973,1121.6504821777344
0.875,-0.25,1243.1151695251465
0.8949999809265137,-0.20999999344348907,1343.475456237793
0.9150000214576721,-0.17000000178813934,1426.2168579101562
0.9350000023841858,-0.12999999523162842,1494.3017272949219
0.9549999833106995,-0.09000000357627869,1550.234260559082
0.9750000238418579,-0.05000000074505806,1596.1189041137695
0.9950000047683716,-0.009999999776482582,1633.7153549194336
1.0149999856948853,0.029999999329447746,1664.4885559082031
1.034999966621399,0.07000000029802322,1689.653793334961
1.0549999475479126,0.10999999940395355,1710.2162399291992
1.0750000476837158,0.15000000596046448,1727.0053176879883
1.0950000286102295,0.1899999976158142,1740.7040100097656
1.1150000095367432,0.23000000417232513,1751.8737487792969
1.1349999904632568,0.27000001072883606,1760.9756927490234
1.1549999713897705,0.3100000023841858,1768.387809753418
1.1749999523162842,0.3499999940395355,1774.420051574707
1.1950000524520874,0.38999998569488525,1779.326072692871
1.215000033378601,0.4300000071525574,1783.313346862793
1.2350000143051147,0.4699999988079071,1786.5517807006836
1.2549999952316284,0.49000000953674316,1787.9304275512695
1.274999976158142,0.44999998807907104,-331.57828092575073
1.2949999570846558,0.4099999964237213,-587.0041236877441
1.315000057220459,0.3700000047683716,-798.9896812438965
1.3350000381469727,0.33000001311302185,-975.2676620483398
1.3550000190734863,0.28999999165534973,-1121.8466529846191
1.375,0.25,-1243.2565803527832
1.3949999809265137,0.20999999344348907,-1343.5706367492676
1.4149999618530273,0.17000000178813934,-1426.274284362793
1.434999942779541,0.12999999523162842,-1494.3292388916016
1.4550000429153442,0.09000000357627869,-1550.2388458251953
1.475000023841858,0.05000000074505806,-1596.1067428588867
1.4950000047683716,0.009999999776482582,-1633.6919326782227
1.5149999856948853,-0.029999999329447746,-1664.458480834961
1.534999966621399,-0.07000000029802322,-1689.6209106445312
1.5549999475479126,-0.10999999940395355,-1710.1837158203125
1.5750000476837158,-0.15000000596046448,-1726.9756622314453
1.5950000286102295,-0.1899999976158142,-1740.679054260254
1.6150000095367432,-0.23000000417232513,-1751.8548202514648
1.6349999904632568,-0.27000001072883606,-1760.963478088379
1.6549999713897705,-0.3100000023841858,-1768.3826599121094
1.6749999523162842,-0.3499999940395355,-1774.4219818115234
1.6950000524520874,-0.38999998569488525,-1779.334701538086
1.715000033378601,-0.4300000071525574,-1783.3279876708984
1.7350000143051147,-0.4699999988079071,-1786.5716552734375
1.7549999952316284,-0.49000000953674316,-1787.9526062011719
1.774999976158142,-0.44999998807907104,331.56977796554565
1.7949999570846558,-0.4099999964237213,587.0187454223633
1.815000057220459,-0.3700000047683716,799.0138282775879
1.8350000381469727,-0.33000001311302185,975.3056564331055
1.8550000190734863,-0.28999999165534973,1121.8940925598145
1.875,-0.25,1243.3130073547363
1.8949999809265137,-0.20999999344348907,1343.634391784668
1.9149999618530273,-0.17000000178813934,1426.3434524536133
1.934999942779541,-0.12999999523162842,1494.4017066955566
1.9550000429153442,-0.09000000357627869,1550.3125610351562
1.975000023841858,-0.05000000074505806,1596.1799850463867
1.9950000047683716,-0.009999999776482582,1633.7628707885742
2.0,0.0,1642.021728515625
