case,final_u1,max_force,min_force,final_peeq,max_peeq
ratcheting_2cycle,0.20000000298023224,1376.4970741271973,-1310.3864288330078,0.30957910418510437,0.30957910418510437
ratcheting_10cycle,0.20000000298023224,1376.4970741271973,-1313.10009765625,1.4623500108718872,1.4623500108718872
