rank,element_label,final_frame_peeq_max_ip
1,278,0.3972817361354828
2,279,0.3972817361354828
3,282,0.3972817361354828
4,283,0.3972817361354828
5,262,0.3692169487476349
6,263,0.3692169487476349
7,266,0.3692169487476349
8,267,0.3692169487476349
9,258,0.3490002155303955
10,259,0.3490002155303955
