case_id,block_id,base_cycle,target_cycle,recovery_end_cycle,DeltaN,raw_formula_DeltaN,m_STATEV1,c_STATEV1,estimated_local_error_STATEV1_percent,base_STATEV1,predicted_target_STATEV1,recovered_end_STATEV1,final_status,block_final_s11_error_pct,block_final_rf1_error_pct,case_dir,LOCAL_TOL,SAFETY_FACTOR,DN_MIN,DN_MAX,RECOVERY_WINDOW,prediction_order,deltaN_control_variables,injection_mode
S00,1,10,23,33,13,19,0.00718564433711,-1.10361725167e-06,0.0569743199068,0.0702667832375,0.16368015962,0.235127046704,accepted_exploratory_success,12.223564919,12.223564919,/home/pr21vyci/master_thesis/Abaqus_trial/runs/chaboche_umat/stage14c_adaptive_sweep_2000cycles/strategy_S00/block01_base10_target23_to33,0.001,0.7,1,25,10,first_order,STATEV1_only,full_STATEV_plus_predicted_stress
