frame_label,step_name,frame_value,description,STATEV1,STATEV2,STATEV3,STATEV4,STATEV5,STATEV6,STATEV7,STATEV8,STATEV9,STATEV10,STATEV11,STATEV12,STATEV13,STATEV14,STATEV15,S11,S22,S33,S12,S13,S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM,right_face_node_set,STATEV1_count,stress_count,right_face_u_count,right_face_rf_count
first,CYCLIC_CONT_STATEV_SIGINI,0,Increment      0: Step Time =    0.000,0.13485494256,-85.8934707642,42.9467353821,42.9467353821,-2.0947599124e-15,2.21610010849e-16,-2.42224444915e-15,-0.00179282890167,0.000896414450835,0.000896414450835,-3.31795921422e-19,-2.99851446936e-19,-1.05303297303e-19,1.34401321411,0,335.576873779,0,0,0,0,0,0,1342.30749512,RIGHT_FACE,8,8,4,4
final,CYCLIC_CONT_STATEV_SIGINI,1,Increment     57: Step Time =    1.000,0.141863301396,-86.1626739502,43.0813369751,43.0813369751,6.44970775997e-16,1.42026197815e-15,-2.59600865916e-15,-0.00198468193412,0.000992340967059,0.000992340967059,-3.41592898348e-19,-2.28739793135e-19,-1.61376688418e-19,1.41361355782,0,375.865997314,-4.10782519111e-15,-3.10862446895e-15,-1.08031898964e-14,-7.11182983811e-15,4.78265594314e-15,0,1503.46398926,RIGHT_FACE,8,8,4,4
