cycle,frame_time,frame_time_error,step_name,STATEV1_end,STATEV2_end,STATEV3_end,STATEV4_end,STATEV5_end,STATEV6_end,STATEV7_end,STATEV8_end,STATEV9_end,STATEV10_end,STATEV11_end,STATEV12_end,STATEV13_end,STATEV14_end,STATEV15_end,Delta_STATEV1,Delta_STATEV2,Delta_STATEV3,Delta_STATEV4,Delta_STATEV5,Delta_STATEV6,Delta_STATEV7,Delta_STATEV8,Delta_STATEV9,Delta_STATEV10,Delta_STATEV11,Delta_STATEV12,Delta_STATEV13,Delta_STATEV14,Delta_STATEV15,S11,S22,S33,S12,S13,S23,Delta_S11,Delta_S22,Delta_S33,Delta_S12,Delta_S13,Delta_S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM
11,10.9902582169,-0.00974178314209,CYCLIC_5000,0.0774478241801,-85.9370193481,42.9685096741,42.9685096741,2.05630421624e-15,2.67534491159e-15,-2.15601851306e-15,-0.00179511809256,0.00089755904628,0.00089755904628,-9.18718503246e-20,1.33411548426e-19,-2.27736124976e-20,0.772980690002,0,0.00718104094267,0.00543975830078,-0.00271987915039,-0.00271987915039,2.75474511832e-15,-3.10102054169e-16,-1.02931040086e-16,2.86963768303e-07,-1.43481884152e-07,-1.43481884152e-07,9.49086613822e-20,2.60763141595e-20,1.66844369231e-21,0.071545779705,0,336.057617188,-6.66133814775e-15,-8.881784197e-16,3.31598448719e-15,4.72129224754e-16,8.98091394513e-15,-0.0602416992188,9.99200722163e-15,1.24344978758e-14,1.68532050564e-14,4.69768967447e-16,6.12720847865e-15,-0.00194843753707,1344.23046875
12,11.9902582169,-0.00974178314209,CYCLIC_5000,0.084627725184,-85.9315795898,42.9657897949,42.9657897949,9.29184972125e-16,2.99178710002e-15,-1.43465199755e-15,-0.00179483124521,0.000897415622603,0.000897415622603,-9.37302925164e-20,2.35535039862e-19,6.09546818548e-21,0.844489336014,0,0.00717990100384,0.00543975830078,-0.00271987915039,-0.00271987915039,-1.12711924412e-15,3.16442188423e-16,7.21366515505e-16,2.86847352982e-07,-1.43423676491e-07,-1.43423676491e-07,-1.85844219186e-21,1.02123491436e-19,2.88690806831e-20,0.0715086460114,0,335.997375488,-3.10862446895e-15,-4.4408920985e-15,-1.11185134488e-14,-9.25173743048e-15,5.20683257804e-15,-0.0602416992188,3.5527136788e-15,-3.5527136788e-15,-1.4434497936e-14,-9.72386665523e-15,-3.77408136709e-15,-0.00194843753707,1343.98950195
13,12.9902582169,-0.00974178314209,CYCLIC_5000,0.0918064787984,-85.9261322021,42.9630661011,42.9630661011,1.77004880141e-15,2.62749437431e-15,-1.57834222666e-15,-0.00179454463068,0.000897272315342,0.000897272315342,-1.58139927955e-19,1.98671045503e-19,8.60868774884e-21,0.915960907936,0,0.00717875361443,0.00544738769531,-0.00272369384766,-0.00272369384766,8.40863829283e-16,-3.64292725703e-16,-1.43690229112e-16,2.86614522338e-07,-1.43307261169e-07,-1.43307261169e-07,-6.44096354384e-20,-3.6863994359e-20,2.51321956336e-21,0.0714715719223,0,335.937194824,1.55431223448e-15,8.881784197e-16,-1.73513585264e-14,-1.28234609109e-14,4.16801961398e-15,-0.0601806640625,4.66293670343e-15,5.3290705182e-15,-6.23284507763e-15,-3.57172348042e-15,-1.03881296406e-15,-0.00194843753707,1343.7487793
14,13.9902582169,-0.00974178314209,CYCLIC_5000,0.0989840850234,-85.9206924438,42.9603462219,42.9603462219,-2.58557815648e-15,2.62226660773e-15,-2.10613303371e-15,-0.00179425824899,0.000897129124496,0.000897129124496,-2.11437544181e-19,2.04716225712e-19,1.23897347717e-20,0.987395405769,0,0.00717760622501,0.00543975830078,-0.00271987915039,-0.00271987915039,-4.35562695789e-15,-5.22776658208e-18,-5.27790807052e-16,2.86381691694e-07,-1.43190845847e-07,-1.43190845847e-07,-5.32976162263e-20,6.04518020866e-21,3.78104702284e-21,0.0714344978333,0,335.877044678,-1.99840144433e-15,-2.6645352591e-15,-2.05425653064e-15,-7.27070873778e-15,3.42895883001e-15,-0.0601501464844,-3.5527136788e-15,-3.5527136788e-15,1.52971019958e-14,5.55275217312e-15,-7.39060783965e-16,-0.00194843753707,1343.50817871
15,14.9902582169,-0.00974178314209,CYCLIC_5000,0.106160543859,-85.9152450562,42.9576225281,42.9576225281,3.82205739098e-15,2.69021372464e-15,-1.8989313213e-15,-0.00179397198372,0.000896985991858,0.000896985991858,-8.62963484578e-20,2.31382476461e-19,1.79619248868e-20,1.05879294872,0,0.0071764588356,0.00544738769531,-0.00272369384766,-0.00272369384766,6.40763554746e-15,6.79471169093e-17,2.07201712409e-16,2.86265276372e-07,-1.43132638186e-07,-1.43132638186e-07,1.25141195723e-19,2.66662507492e-20,5.57219011511e-21,0.0713975429535,0,335.816925049,-1.24344978758e-14,-5.3290705182e-15,8.080876773e-15,-1.56575303392e-14,6.2574096022e-15,-0.0601196289062,-1.04360964315e-14,-2.6645352591e-15,1.01351333036e-14,-8.38682160145e-15,2.82845077218e-15,-0.00194843753707,1343.2677002
16,15.9902582169,-0.00974178314209,CYCLIC_5000,0.113335862756,-85.9098052979,42.9549026489,42.9549026489,1.50165907829e-15,3.28386873006e-15,-1.94118948609e-15,-0.00179368595127,0.000896842975635,0.000896842975635,-7.86154796772e-20,2.48085578325e-19,9.98735291706e-21,1.13015341759,0,0.00717531889677,0.00543975830078,-0.00271987915039,-0.00271987915039,-2.32039831269e-15,5.93655005424e-16,-4.22581647866e-17,2.86032445729e-07,-1.43016222864e-07,-1.43016222864e-07,7.6808687806e-21,1.67031018643e-20,-7.97457196974e-21,0.0713604688644,0,335.756866455,2.88657986403e-15,-3.5527136788e-15,-6.70161545113e-15,-2.10922924685e-14,6.29704950005e-15,-0.06005859375,1.53210777398e-14,1.7763568394e-15,-1.47824922241e-14,-5.43476212924e-15,3.96398978519e-17,-0.00194843753707,1343.02746582
17,16.9902572632,-0.00974273681641,CYCLIC_5000,0.120510034263,-85.9043579102,42.9521789551,42.9521789551,-8.96442225335e-16,1.54095332052e-15,-1.72022341901e-15,-0.00179340003524,0.00089670001762,0.00089670001762,-8.01178739297e-20,2.11116274178e-19,1.29574595626e-20,1.20147693157,0,0.00717417150736,0.00544738769531,-0.00272369384766,-0.00272369384766,-2.39810130362e-15,-1.74291540954e-15,2.20966067079e-16,2.85916030407e-07,-1.42958015203e-07,-1.42958015203e-07,-1.50239425253e-21,-3.6969304147e-20,2.97010664557e-21,0.0713235139847,0,335.696838379,-1.11022302463e-14,-1.7763568394e-15,6.68982863033e-16,-4.60164566406e-15,4.7055321143e-15,-0.0600280761719,-1.39888101103e-14,1.7763568394e-15,7.37059831416e-15,1.64906468044e-14,-1.59151738575e-15,-0.00194843753707,1342.78735352
18,17.9902572632,-0.00974273681641,CYCLIC_5000,0.127683058381,-85.8989181519,42.9494590759,42.9494590759,1.99654547602e-15,4.0539656284e-15,-2.05071345138e-15,-0.00179311435204,0.00089655717602,0.00089655717602,-5.59997461913e-20,2.81478930475e-19,1.13736203315e-21,1.27276349068,0,0.00717302411795,0.00543975830078,-0.00271987915039,-0.00271987915039,2.89298770136e-15,2.51301230788e-15,-3.30490032364e-16,2.85683199763e-07,-1.42841599882e-07,-1.42841599882e-07,2.41181277384e-20,7.03626562966e-20,-1.18200975295e-20,0.0712865591049,0,335.63684082,-2.22044604925e-16,-8.881784197e-16,5.3546859592e-15,-1.24445880499e-14,8.63315227342e-15,-0.0599975585938,1.08801856413e-14,8.881784197e-16,4.68570309616e-15,-7.84294238585e-15,3.92762015912e-15,-0.00194843753707,1342.54736328
19,18.9902572632,-0.00974273681641,CYCLIC_5000,0.13485494256,-85.8934707642,42.9467353821,42.9467353821,2.74390889679e-15,4.86545194467e-16,-1.95307935168e-15,-0.00179282890167,0.000896414450835,0.000896414450835,-2.52149692307e-20,2.17838057937e-19,-1.67236048136e-20,1.34401321411,0,0.00717188417912,0.00544738769531,-0.00272369384766,-0.00272369384766,7.47363420766e-16,-3.56742043393e-15,9.76340996982e-17,2.8545036912e-07,-1.4272518456e-07,-1.4272518456e-07,3.07847769606e-20,-6.36408725381e-20,-1.78609668468e-20,0.0712497234344,0,335.576873779,3.10862446895e-15,2.6645352591e-15,-1.69056535086e-14,-1.00317743597e-14,5.22427840776e-15,-0.0599670410156,3.33066907388e-15,3.5527136788e-15,-2.22603394678e-14,2.4128136902e-15,-3.40887386566e-15,-0.00194843753707,1342.30749512
20,19.9902572632,-0.00974273681641,CYCLIC_5000,0.142025694251,-85.8880233765,42.9440116882,42.9440116882,-1.33170384971e-15,3.94343717923e-15,-1.97974442531e-15,-0.0017925434513,0.000896271725651,0.000896271725651,3.43934889e-20,3.19002232312e-19,-7.2697172031e-21,1.41522598267,0,0.00717075169086,0.00544738769531,-0.00272369384766,-0.00272369384766,-4.0756127465e-15,3.45689198476e-15,-2.66650736356e-17,2.8545036912e-07,-1.4272518456e-07,-1.4272518456e-07,5.96084581307e-20,1.01164174375e-19,9.45388761055e-21,0.0712127685547,0,335.516937256,5.77315972805e-15,3.5527136788e-15,-1.57466469052e-14,-1.35289155568e-14,1.00330332624e-15,-0.0599365234375,2.6645352591e-15,8.881784197e-16,1.15900660344e-15,-3.49714119709e-15,-4.22097508152e-15,-0.00194843753707,1342.06774902
21,20.9902572632,-0.00974273681641,CYCLIC_5000,0.149195298553,-85.8825759888,42.9412879944,42.9412879944,5.75094246413e-15,1.38183209829e-15,-1.2539182466e-15,-0.00179225835018,0.000896129175089,0.000896129175089,1.47477170304e-19,2.38768153036e-19,-2.07231846341e-21,1.48640191555,0,0.00716960430145,0.00544738769531,-0.00272369384766,-0.00272369384766,7.08264631384e-15,-2.56160508094e-15,7.25826178714e-16,2.85101123154e-07,-1.42550561577e-07,-1.42550561577e-07,1.13083681404e-19,-8.02340792752e-20,5.1973987397e-21,0.0711759328842,0,335.457061768,-8.43769498715e-15,-3.5527136788e-15,3.37434926595e-15,-2.66748425725e-15,4.66195790392e-15,-0.0598754882812,-1.42108547152e-14,-7.1054273576e-15,1.91209961711e-14,1.08614312996e-14,3.65865457767e-15,-0.00194843753707,1341.82824707
22,21.9902572632,-0.00974273681641,CYCLIC_5000,0.156363755465,-85.8771286011,42.9385643005,42.9385643005,1.88957234839e-16,1.37597259733e-15,-2.07453056532e-15,-0.00179197336547,0.000895986682735,0.000895986682735,1.5394685724e-19,2.12479544366e-19,-4.6171808154e-21,1.55754113197,0,0.00716845691204,0.00544738769531,-0.00272369384766,-0.00272369384766,-5.56198522929e-15,-5.8595009595e-18,-8.20612318725e-16,2.84984707832e-07,-1.42492353916e-07,-1.42492353916e-07,6.46968693623e-21,-2.62886086702e-20,-2.54486235199e-21,0.071139216423,0,335.397216797,2.44249065418e-15,1.7763568394e-15,-5.79494084942e-15,-1.42202649865e-14,1.84047860001e-15,-0.0598449707031,1.08801856413e-14,5.3290705182e-15,-9.16929011536e-15,-1.15527807293e-14,-2.82147930391e-15,-0.00194843753707,1341.58886719
23,22.9902572632,-0.00974273681641,CYCLIC_5000,0.163531079888,-85.8716812134,42.9358406067,42.9358406067,1.24671405768e-15,2.50418580601e-15,-2.15178480416e-15,-0.00179168849718,0.000895844248589,0.000895844248589,2.14069553525e-19,2.06749966782e-19,-2.00848112275e-20,1.62864339352,0,0.00716732442379,0.00544738769531,-0.00272369384766,-0.00272369384766,1.05775682284e-15,1.12821320868e-15,-7.72542388331e-17,2.84868292511e-07,-1.42434146255e-07,-1.42434146255e-07,6.01226962842e-20,-5.72957758446e-21,-1.54676304121e-20,0.0711022615433,0,335.337402344,-5.99520433298e-15,-7.9936057773e-15,-2.40805511204e-17,-1.97598615336e-14,4.12530260425e-15,-0.059814453125,-8.43769498715e-15,-9.7699626167e-15,5.7708602983e-15,-5.53959654707e-15,2.28482400424e-15,-0.00194843753707,1341.34960938
24,23.9902572632,-0.00974273681641,CYCLIC_5000,0.170697271824,-85.8662338257,42.9331169128,42.9331169128,-2.53188884739e-15,1.04626414911e-15,-2.36136527625e-15,-0.00179140386172,0.000895701930858,0.000895701930858,1.44677375257e-19,1.91286612021e-19,-2.57753857113e-20,1.6997089386,0,0.00716619193554,0.00544738769531,-0.00272369384766,-0.00272369384766,-3.77860290506e-15,-1.4579216569e-15,-2.09580472093e-16,2.84635461867e-07,-1.42317730933e-07,-1.42317730933e-07,-6.93921782675e-20,-1.54633547607e-20,-5.69057448377e-21,0.0710655450821,0,335.277648926,-4.88498130835e-15,-2.6645352591e-15,9.84279727253e-15,-1.06001012271e-14,3.33419431912e-15,-0.0597534179688,1.11022302463e-15,5.3290705182e-15,9.86687782366e-15,9.15976030649e-15,-7.91108285126e-16,-0.00194843753707,1341.1105957
25,24.9902572632,-0.00974273681641,CYCLIC_5000,0.17786231637,-85.860786438,42.930393219,42.930393219,-1.60601705787e-15,4.53941058331e-16,-2.41723140336e-15,-0.00179111945909,0.000895559729543,0.000895559729543,1.45552308094e-19,1.56845774301e-19,-3.52703948611e-20,1.77073776722,0,0.00716504454613,0.00544738769531,-0.00272369384766,-0.00272369384766,9.25871789517e-16,-5.92323090782e-16,-5.58661271057e-17,2.84402631223e-07,-1.42201315612e-07,-1.42201315612e-07,8.74932837014e-22,-3.44408377199e-20,-9.49500914987e-21,0.0710288286209,0,335.217895508,-7.1054273576e-15,-4.4408920985e-15,8.14076303469e-15,-8.29480974043e-15,3.6450985168e-15,-0.0597534179688,-2.22044604925e-15,-1.7763568394e-15,-1.70203423785e-15,2.30529148669e-15,3.10904197678e-16,-0.00194843753707,1340.87158203
26,25.9902572632,-0.00974273681641,CYCLIC_5000,0.185026228428,-85.8553390503,42.9276695251,42.9276695251,1.05031593122e-15,3.28377875763e-15,-1.93735266631e-15,-0.00179083517287,0.000895417586435,0.000895417586435,1.21091200901e-19,2.05157829087e-19,-2.44620797769e-20,1.84172987938,0,0.00716391205788,0.00544738769531,-0.00272369384766,-0.00272369384766,2.65633298909e-15,2.8298376993e-15,4.79878737047e-16,2.84286215901e-07,-1.42143107951e-07,-1.42143107951e-07,-2.44611071934e-20,4.83120547862e-20,1.08083150842e-20,0.0709921121597,0,335.158203125,-1.57651669497e-14,-1.59872115546e-14,1.05956107878e-14,-9.56978543786e-15,9.1510452606e-15,-0.0596923828125,-8.65973959208e-15,-1.15463194561e-14,2.45484775315e-15,-1.27497569743e-15,5.5059467438e-15,-0.00194843753707,1340.6328125
27,26.9902572632,-0.00974273681641,CYCLIC_5000,0.192188993096,-85.8498916626,42.9249458313,42.9249458313,4.16988355134e-16,3.35624282497e-15,-2.05309308539e-15,-0.00179055111948,0.000895275559742,0.000895275559742,1.23653911451e-19,2.77233019863e-19,-1.93551006023e-20,1.91268527508,0,0.00716276466846,0.00544738769531,-0.00272369384766,-0.00272369384766,-6.33327576082e-16,7.24640673387e-17,-1.15740419081e-16,2.84053385258e-07,-1.42026692629e-07,-1.42026692629e-07,2.56271055085e-21,7.20751907754e-20,5.10697917457e-21,0.0709553956985,0,335.09854126,-2.88657986403e-15,8.881784197e-16,-6.92619126843e-15,-1.27336173967e-14,4.53763554305e-15,-0.0596618652344,1.28785870857e-14,1.68753899743e-14,-1.75218020563e-14,-3.16383195887e-15,-4.61340971754e-15,-0.00194843753707,1340.39416504
28,27.9902572632,-0.00974273681641,CYCLIC_5000,0.199350625277,-85.8444366455,42.9222183228,42.9222183228,4.66320258574e-15,2.5643515042e-15,-1.37664977371e-15,-0.00179026718251,0.000895133591257,0.000895133591257,2.93269438122e-19,2.82643377624e-19,3.91588432894e-21,1.98360407352,0,0.00716163218021,0.00545501708984,-0.00272750854492,-0.00272750854492,4.24621423061e-15,-7.91891320764e-16,6.76443311684e-16,2.83936969936e-07,-1.41968484968e-07,-1.41968484968e-07,1.69615526671e-19,5.41035776165e-21,2.32709849312e-20,0.0709187984467,0,335.038909912,-1.31006316906e-14,-7.9936057773e-15,1.4338255035e-14,-6.00506515306e-15,5.59312626448e-15,-0.0596313476562,-1.02140518266e-14,-8.881784197e-15,2.12644463034e-14,6.72855224367e-15,1.05549072143e-15,-0.00194843753707,1340.15563965
29,28.9902572632,-0.00974273681641,CYCLIC_5000,0.20651113987,-85.8389892578,42.9194946289,42.9194946289,1.86980245134e-15,3.85997093642e-15,-1.95096784082e-15,-0.00178998347837,0.000894991739187,0.000894991739187,2.60963521453e-19,2.76635828176e-19,-1.28506676375e-20,2.05448627472,0,0.00716051459312,0.00544738769531,-0.00272369384766,-0.00272369384766,-2.79340013441e-15,1.29561943222e-15,-5.7431806711e-16,2.83704139292e-07,-1.41852069646e-07,-1.41852069646e-07,-3.23059166687e-20,-6.00754944827e-21,-1.67665519664e-20,0.0708822011948,0,334.9793396,-5.10702591328e-15,-8.881784197e-16,6.1776491947e-15,6.3948271586e-15,6.95038905917e-15,-0.0595703125,7.9936057773e-15,7.1054273576e-15,-8.16060584027e-15,1.23998923117e-14,1.35726279469e-15,-0.00194843753707,1339.9173584
30,29.9902572632,-0.00974273681641,CYCLIC_5000,0.213670507073,-85.8335342407,42.9167671204,42.9167671204,2.48391481783e-15,3.32693074028e-15,-2.11899526872e-15,-0.00178969989065,0.000894849945325,0.000894849945325,2.808361035e-19,2.72986100518e-19,-2.30310120807e-20,2.12533187866,0,0.00715936720371,0.00545501708984,-0.00272750854492,-0.00272750854492,6.14112366495e-16,-5.33040196135e-16,-1.68027427907e-16,2.8358772397e-07,-1.41793861985e-07,-1.41793861985e-07,1.9872582047e-20,-3.64972765774e-21,-1.01803444432e-20,0.0708456039429,0,334.919799805,1.11022302463e-15,1.7763568394e-15,9.26157054332e-15,2.78120364496e-15,6.02937358913e-15,-0.0595397949219,6.2172489379e-15,2.6645352591e-15,3.08392134861e-15,-3.61362351364e-15,-9.21015470043e-16,-0.00194843753707,1339.67919922
31,30.9902572632,-0.00974273681641,CYCLIC_5000,0.220828726888,-85.828086853,42.9140434265,42.9140434265,4.71472942965e-16,3.59796503758e-15,-1.98728512372e-15,-0.00178941653576,0.000894708267879,0.000894708267879,1.65479867763e-19,2.40459025925e-19,-4.08884020176e-20,2.19614076614,0,0.0071582198143,0.00544738769531,-0.00272369384766,-0.00272369384766,-2.01244187487e-15,2.71034297294e-16,1.31710145004e-16,2.83354893327e-07,-1.41677446663e-07,-1.41677446663e-07,-1.15356235737e-19,-3.25270745934e-20,-1.78573899369e-20,0.0708088874817,0,334.860290527,-4.88498130835e-15,-7.1054273576e-15,1.80457436561e-15,-6.45967937594e-15,5.13414248897e-15,-0.0595092773438,-5.99520433298e-15,-8.881784197e-15,-7.45699617771e-15,-9.2408830209e-15,-8.95231100156e-16,-0.00194843753707,1339.44116211
