frame_label,step_name,frame_value,description,STATEV1,STATEV2,STATEV3,STATEV4,STATEV5,STATEV6,STATEV7,STATEV8,STATEV9,STATEV10,STATEV11,STATEV12,STATEV13,STATEV14,STATEV15,S11,S22,S33,S12,S13,S23,RIGHT_FACE_U1_AVG,RIGHT_FACE_RF1_SUM,right_face_node_set,STATEV1_count,stress_count,right_face_u_count,right_face_rf_count
first,CYCLIC_CONT_PREDICTED_C99_TO_C100,0,Increment      0: Step Time =    0.000,0.709773182869,-69.114402771,34.5572013855,34.5572013855,1.84106287209e-14,3.86662366554e-15,4.09923679319e-17,-0.00193178991321,0.000965894956607,0.000965894956607,-3.10259648619e-18,-1.82841594921e-18,-1.44896827235e-19,6.97326421738,0,364.758453369,-1.08949883891e-13,-1.17732985362e-13,3.51288009098e-13,-1.2565848969e-13,4.30920049806e-14,0,1459.03381348,RIGHT_FACE,8,8,4,4
final,CYCLIC_CONT_PREDICTED_C99_TO_C100,1,Increment     57: Step Time =    1.000,0.716804206371,-85.3002166748,42.6501083374,42.6501083374,2.33834977443e-14,-6.80948481903e-15,3.60255195922e-16,-0.00196639425121,0.000983197125606,0.000983197125606,5.2410532773e-20,-2.94483357538e-18,1.9161436482e-19,7.04111099243,0,372.025390625,3.33066907388e-16,4.4408920985e-15,-1.78342596462e-15,-1.8716848919e-15,6.09260952202e-15,0,1488.1015625,RIGHT_FACE,8,8,4,4
